kepoi_name,kepler_name,catalog,p_planet,verdict,unseen,ra,dec,koi_period,koi_prad,koi_teq,koi_depth,koi_duration,koi_model_snr,koi_insol,koi_impact,koi_count,koi_steff,koi_srad,koi_kepmag,duty_cycle,dicco_offset_sig,prad_over_srad
K01414.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,301.26144,45.104893,4.02378908,2.24,2504.0,32.1,3.237,36.1,9293.19,0.715,1,7516.0,3.685,10.083,0.03351940107158897,69.82608695652173,0.0055716749972328184
K01415.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,293.38153,48.82476,0.312941621,58.02,3151.0,35262.0,2.0646,413.9,23300.36,1.1789,1,6286.0,1.188,13.397,0.2748915268129195,,0.4476478811950857
K01416.01,Kepler-840 b,CONFIRMED,0.6527651329164326,NEEDS REVIEW (ambiguous),False,296.50739,49.457291,2.495780169,15.75,1408.0,25070.0,4.2721,171.4,929.47,0.133,1,6039.0,0.992,14.152,0.07132205347155583,0.29850746268656714,0.14552718725052483
K01417.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,284.98886,49.62606,8.428090255,517.43,817.0,11356.0,1.881,183.0,105.54,6.787,1,5761.0,0.805,15.977,0.00929925969332183,3.949367088607595,5.89156907731809
K01418.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,True,298.76062,48.600182,8.344104633,836.31,785.0,9695.0,1.8014,89.7,89.55,10.047,1,5447.0,0.838,15.734,0.008995372977046095,3.4545454545454546,9.147417906105279
K01225.01,,CANDIDATE,0.006706222554699781,FALSE POSITIVE,True,295.62222,42.09288,1.714274727,25.0,827.0,28460.0,2.06728,987.2,110.02,1.182,1,3874.0,0.535,15.686,0.05024671093262093,0.5402298850574713,0.4283132168892468
K01226.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,295.86691,42.062672,137.75960504,49.52,396.0,83298.0,9.1713,885.9,5.81,0.776,1,5323.0,1.452,15.324,0.0027739445092706404,0.2537313432835821,0.3126002126085453
K01227.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,297.70712,42.047371,2.155278342,16.89,1272.0,20739.0,2.1064,142.7,620.67,0.926,1,5665.0,0.82,13.997,0.040721731832197225,0.208955223880597,0.1887952426728667
K01228.01,,FALSE POSITIVE,0.022182413030890257,FALSE POSITIVE,False,298.09171,41.794128,3.661326482,12.07,1023.0,17846.0,2.5714,424.6,258.6,0.812,1,5319.0,0.798,14.349,0.029263073695667947,10.242857142857142,0.1386371520000735
K00153.02,Kepler-113 b,CONFIRMED,1.0,CONFIRMED,False,287.99789,50.944328,4.75400072,2.0,775.0,748.7,2.5394,141.4,85.23,0.672,2,4728.0,0.693,13.461,0.022256692744744337,0.7931034482758622,0.026452822053188694
K01229.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,288.03989,41.818359,0.76973817,,,,2.5,,,,1,,,14.84,0.13532740187051745,0.9558823529411764,
K01230.01,,FALSE POSITIVE,0.026985368695914884,FALSE POSITIVE,False,298.94815,41.812149,165.739861,57.54,692.0,7343.4,24.9393,527.8,54.1,0.263,1,5019.0,6.836,12.263,0.006269689703673639,0.4318181818181818,0.077151265286114
K01294.01,,FALSE POSITIVE,0.002491707166550953,FALSE POSITIVE,False,297.116,47.737949,9.08937826,5.35,1104.0,779.8,6.255,72.7,351.45,0.982,1,6739.0,1.275,14.408,0.02867357838400709,155.43661971830986,0.03846084721698029
K00017.01,Kepler-6 b,CONFIRMED,0.9880065359477126,CONFIRMED,False,296.83725,48.239944,3.234699282,13.06,1356.0,10559.0,3.59385,3003.8,797.62,0.079,1,5640.0,1.291,13.303,0.046292943159592294,1.0298507462686568,0.09272400550664156
K00157.03,Kepler-11 e,CONFIRMED,1.0,CONFIRMED,True,297.11511,41.909142,31.99552485,4.12,582.0,1376.1,4.2817,128.0,27.17,0.69,6,5657.0,1.046,13.709,0.005575909990633164,1.2317073170731707,0.036102791306588056
K01295.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,292.08905,47.929642,1.577800747,31.24,1513.0,697.7,2.1626,79.6,1236.23,1.332,1,6089.0,0.802,15.031,0.0571100840867667,9.709090909090907,0.3570359161674183
K01296.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,289.79077,48.448139,2.380862632,21.65,1480.0,32634.0,4.20416,2590.6,1133.0,0.664,1,5821.0,1.129,13.802,0.07357557339886601,11.021739130434783,0.17576775599376168
K01354.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,298.80545,42.39584,1.752567456,26.56,1502.0,607.3,5.4993,92.2,1202.54,1.218,1,5739.0,0.996,14.449,0.1307438975975142,24.842105263157894,0.2444240757714635
K01355.01,Kepler-827 b,CONFIRMED,0.992450980392157,CONFIRMED,False,294.96606,42.708569,51.92920654,8.49,574.0,3425.8,5.2637,81.8,25.6,0.398,1,5671.0,1.442,15.897,0.004223458202936241,1.103896103896104,0.05396568316486803
K01356.01,,CANDIDATE,0.0,FALSE POSITIVE,True,292.1199,42.931679,384.02570682,,,,14.56,,,,1,,,15.206,0.0015797553546357318,,
K01357.01,,CANDIDATE,0.9880065359477126,CONFIRMED,True,298.45953,42.187431,3.014330766,2.87,1124.0,975.3,2.4747,57.3,377.79,0.01,1,5209.0,0.953,15.673,0.034207427122150136,2.266666666666667,0.027603505933791985
K01358.01,Kepler-1987 d,CONFIRMED,0.9905107996249314,CONFIRMED,False,295.8255,42.94339,5.644914154,2.66,744.0,1397.9,2.2599,63.9,72.38,0.445,4,4769.0,0.714,15.505,0.016680944551349147,63.27368421052632,0.03414748117395446
K00161.01,Kepler-475 b,CONFIRMED,1.0,CONFIRMED,False,287.05173,40.211552,3.105507835,2.68,980.0,904.6,1.7458,178.6,217.91,0.799,1,4989.0,0.791,13.341,0.023423436852049246,0.5760869565217391,0.031055144898902758
K01419.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,285.41196,48.725231,1.336109338,35.19,1727.0,2204.3,1.7419,150.0,2106.49,1.28,1,6119.0,0.967,15.507,0.05432127790926843,14.56578947368421,0.3335554508685807
K01420.01,,CANDIDATE,0.9001391941391941,CONFIRMED,True,290.1127,48.577782,13.35151248,4.44,585.0,3308.8,3.6045,107.9,27.77,0.573,1,4843.0,0.754,15.825,0.011248725582586579,7.714285714285714,0.05397428198401681
K01421.01,,CANDIDATE,0.0,FALSE POSITIVE,True,287.65045,49.156052,1693.6636225,10.23,157.0,9515.3,22.604,122.8,0.14,0.5283,1,5923.0,1.021,15.305,0.0005560923201167316,,0.09183857597240715
K01422.01,Kepler-296 c,CONFIRMED,1.0,CONFIRMED,False,286.54001,49.437328,5.841636615,1.38,446.0,1336.3,1.8734,41.1,9.38,0.026,5,3526.0,0.383,15.921,0.013362408256086523,1.3076923076923077,0.0330259684625933
K01422.02,Kepler-296 d,CONFIRMED,1.0,CONFIRMED,False,286.54001,49.437328,19.85029495,1.52,297.0,1607.5,2.8407,34.4,1.83,0.217,5,3526.0,0.383,15.921,0.005962757747335135,1.1176470588235294,0.03637642903126219
K00168.02,Kepler-23 d,CONFIRMED,1.0,CONFIRMED,False,294.21893,49.479221,15.27443889,2.17,896.0,206.7,6.0765,40.3,152.62,0.153,3,5761.0,1.518,13.438,0.016575895312642808,0.8717948717948718,0.013102772836563137
K01231.01,,FALSE POSITIVE,0.09072245189608533,FALSE POSITIVE,False,297.33563,41.89048,22.34293693,2.92,399.0,2691.1,7.0813,35.3,6.01,0.001,2,4260.0,0.58,15.719,0.013205701989450438,0.7435897435897436,0.04614557982237113
K01232.01,,FALSE POSITIVE,0.28291627763556104,NEEDS REVIEW (ambiguous),False,281.74261,42.123081,119.40817159,16.26,328.0,18563.0,9.3537,508.4,2.72,0.915,2,5316.0,0.872,14.427,0.003263909787834312,0.46268656716417905,0.17091465619455262
K01233.01,,FALSE POSITIVE,0.0013422818791946308,FALSE POSITIVE,True,297.88437,41.931252,1.171536413,7.12,2387.0,1132.7,1.5878,67.0,7673.2,0.973,1,7021.0,1.485,15.634,0.05647142726355304,51.654761904761905,0.04394695503769748
K01234.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,298.79498,41.759769,0.973547911,11.52,1814.0,435.7,2.2858,38.7,2556.6,1.097,1,6084.0,0.863,15.46,0.09782946025618523,83.30434782608695,0.12235365090761557
K01235.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,True,298.13525,41.95105,3.053563251,21.79,1171.0,508.4,3.2551,50.4,444.16,1.208,1,5764.0,0.863,14.598,0.044416688150229075,137.65753424657535,0.23143108101362356
K01297.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,296.14877,47.934872,1.031096352,2.36,2020.0,265.4,2.781,37.8,3954.46,0.979,1,6371.0,1.072,15.131,0.11238038014123437,159.80882352941177,0.02017866670314787
K01298.01,Kepler-283 b,CONFIRMED,1.0,CONFIRMED,False,293.61371,47.839001,11.00817635,2.15,488.0,1462.5,2.013,42.1,13.39,0.025,2,4141.0,0.582,15.847,0.007619336512536884,1.5625,0.03386029400184578
K01298.02,Kepler-283 c,CONFIRMED,1.0,CONFIRMED,True,293.61371,47.839001,92.7495777,1.87,240.0,1105.1,5.506,18.0,0.78,0.019,2,4141.0,0.582,15.847,0.0024735063205216803,0.7307692307692307,0.029450581294628658
K01299.01,Kepler-432 b,CONFIRMED,0.9880065359477126,CONFIRMED,False,293.2822,48.2859,52.5008645,12.41,812.0,946.7,14.9066,116.2,102.94,0.11,1,4976.0,4.157,12.183,0.011830440112721064,0.9583333333333334,0.027363207664696857
K01300.01,Kepler-808 b,CONFIRMED,0.5405107135427502,NEEDS REVIEW (ambiguous),True,291.59409,48.44561,0.63133171,1.2,1322.0,434.5,1.1487,95.8,726.72,0.726,1,4441.0,0.53,14.285,0.07581196895685788,1.1511627906976745,0.020752987565501615
K01301.01,Kepler-284 b,CONFIRMED,1.0,CONFIRMED,False,293.14648,47.729649,12.69905011,2.62,686.0,797.4,2.9899,30.4,52.55,0.663,2,5291.0,0.882,15.824,0.009810116944775696,1.4999999999999998,0.027227511841889217
K01358.02,Kepler-1987 e,CONFIRMED,0.9853253765274225,CONFIRMED,False,295.8255,42.94339,8.74292005,1.92,643.0,779.5,2.6277,30.7,40.33,0.025,4,4769.0,0.714,15.505,0.012522989959172736,10.844827586206897,0.02464780596014758
K01358.03,Kepler-1987 c,CONFIRMED,0.9772222222222222,CONFIRMED,False,295.8255,42.94339,3.64830183,1.33,860.0,371.7,1.9985,19.9,129.44,0.063,4,4769.0,0.714,15.505,0.022824546107615588,26.8695652173913,0.01707374058697723
K01358.04,Kepler-1987 b,CONFIRMED,0.9772222222222222,CONFIRMED,False,295.8255,42.94339,2.345863002,1.23,997.0,316.7,1.6795,19.6,233.38,0.035,4,4769.0,0.714,15.505,0.02983088381845184,7.451219512195123,0.015790000693219543
K01359.01,Kepler-1744 b,CONFIRMED,0.993888888888889,CONFIRMED,False,291.02069,42.46244,37.1011418,3.19,532.0,1357.5,5.5556,55.2,18.95,0.41,2,5986.0,0.85,15.229,0.006239250926054608,1.696969696969697,0.03439909419313097
K01359.02,,CANDIDATE,0.8104453441295547,NEEDS REVIEW (ambiguous),True,291.02069,42.46244,104.8205868,6.45,376.0,3920.1,4.4794,76.6,4.74,0.918,2,5986.0,0.85,15.229,0.0017805821581859975,1.5076923076923077,0.06955302744379145
K01422.03,Kepler-296 b,CONFIRMED,1.0,CONFIRMED,False,286.54001,49.437328,10.8644095,1.14,363.0,748.7,1.853,16.8,4.09,0.763,5,3526.0,0.383,15.921,0.007106537482164431,0.6304347826086956,0.027282321773446642
K01423.01,Kepler-841 b,CONFIRMED,0.9564580347189043,CONFIRMED,False,284.25131,48.809608,124.4197175,10.3,416.0,4107.0,3.7197,39.9,7.07,0.017,1,5066.0,1.659,15.74,0.0012456827833578709,0.4615384615384615,0.05690705199923315
K01424.01,Kepler-842 b,CONFIRMED,0.9867460317460317,CONFIRMED,False,292.32858,49.653542,1.219568047,1.51,1252.0,494.9,1.5681,65.9,578.96,0.067,1,4838.0,0.701,15.127,0.053574296375444475,1.6666666666666667,0.0197439561919531
K01425.01,Kepler-843 b,CONFIRMED,0.9162675585284281,CONFIRMED,False,296.32199,48.971481,2.05388477,2.74,1523.0,546.7,2.1635,50.0,1271.11,0.282,1,5632.0,1.176,15.269,0.043890404491062726,6.052631578947368,0.021355930089726086
K01426.01,Kepler-297 b,CONFIRMED,1.0,CONFIRMED,True,283.20917,48.777641,38.86848956,2.81,509.0,1004.9,6.0573,73.4,15.89,0.028,3,5618.0,0.897,14.232,0.006493370410249613,0.6363636363636365,0.02871369786445704
K01236.01,Kepler-279 c,CONFIRMED,1.0,CONFIRMED,False,287.3912,42.194832,35.7353616,5.47,774.0,778.8,8.491,58.4,84.66,0.878,4,6366.0,1.697,13.659,0.009900324239804718,1.0625,0.029544778163006158
K01236.02,Kepler-279 b,CONFIRMED,1.0,CONFIRMED,False,287.3912,42.194832,12.30971679,3.82,1104.0,396.0,6.74,45.9,350.46,0.847,4,6366.0,1.697,13.659,0.022813955684299163,1.846153846153846,0.020632733561733733
K01236.03,Kepler-279 d,CONFIRMED,0.9910585425658056,CONFIRMED,False,287.3912,42.194832,54.4205407,3.2,574.0,598.0,8.559,44.9,25.6,0.9414,4,6781.0,1.067,13.659,0.0065531322440535765,0.1971830985915493,0.027489118174860005
K00154.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,True,298.74423,46.83009,30.00908916,,,,3.15,,,,1,,,13.174,0.00437367489896851,,
K01237.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,294.58929,41.944382,14.32407216,38.86,782.0,2053.9,4.6577,58.0,88.38,1.292,1,6022.0,1.039,15.609,0.013548579703143113,121.24637681159419,0.3428171168604092
K01238.01,Kepler-797 b,CONFIRMED,1.0,CONFIRMED,False,297.20895,41.781712,27.07237655,2.18,605.0,514.2,6.9592,44.0,31.58,0.015,1,5936.0,0.965,14.556,0.010710794677782607,1.1904761904761905,0.020706391911209474
K01301.02,Kepler-284 c,CONFIRMED,1.0,CONFIRMED,True,293.14648,47.729649,37.5142128,2.68,478.0,935.0,5.303,28.9,12.38,0.366,2,5291.0,0.882,15.824,0.005889989868941973,0.85,0.027851042647428666
K01302.01,Kepler-809 b,CONFIRMED,0.9983333333333334,CONFIRMED,True,289.08365,48.018131,55.6391882,3.13,478.0,853.0,7.316,48.3,12.33,0.811,1,5949.0,0.962,14.755,0.005478752354142603,0.6470588235294117,0.029822532114007826
K00157.04,Kepler-11 f,CONFIRMED,1.0,CONFIRMED,False,297.11511,41.909142,46.6856205,2.52,513.0,588.8,6.3794,59.0,16.41,0.217,6,5657.0,1.046,13.709,0.005693580389133595,0.25,0.022082289828301432
K01303.01,,CANDIDATE,0.9983333333333334,CONFIRMED,True,294.23007,48.204479,34.2966363,3.29,584.0,696.6,19.718,66.7,27.6,0.711,1,5490.0,1.167,14.965,0.023955216078532262,0.84,0.025840463023397008
K01304.01,Kepler-810 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,296.61487,48.082642,4.59726613,1.69,1105.0,313.0,2.909,17.0,352.4,0.033,1,5999.0,0.959,15.803,0.026365307099011324,1.6875,0.01615263378729562
K01602.01,Kepler-1758 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,297.79691,39.921371,9.97716876,2.53,1028.0,252.9,5.908,21.8,263.89,0.002,2,5557.0,1.616,14.943,0.024672998180965588,0.9636363636363636,0.014350083037634652
K01603.01,Kepler-904 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,288.82291,40.38905,3.02168007,1.31,1332.0,171.9,2.8264,32.9,744.35,0.349,1,6201.0,0.989,14.429,0.03897390323875905,0.8,0.012140882428992058
K00187.01,,FALSE POSITIVE,0.055515746364223593,FALSE POSITIVE,False,288.72949,42.55088,30.882538697,15.4,593.0,24012.0,5.3737,1266.2,29.12,0.197,1,6014.0,0.993,14.857,0.007250186549217122,0.07462686567164178,0.14214995343204448
K01604.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,299.2475,46.951908,72.4914068,15.33,700.0,1063.5,3.612,39.2,56.76,0.989,1,5754.0,2.758,13.05,0.0020761081436206866,18.85185185185185,0.05094753102216102
K01605.01,,FALSE POSITIVE,0.005515746364223591,FALSE POSITIVE,False,291.23883,40.163509,4.93913074,24.03,1182.0,382.9,1.362,22.0,461.47,1.167,1,5956.0,1.17,14.832,0.011489876050537588,2.586206896551724,0.18825354297398295
K01713.02,Kepler-316 b,CONFIRMED,1.0,CONFIRMED,False,290.82602,44.184109,2.240486703,1.22,837.0,436.3,1.3988,33.8,115.98,0.461,2,4198.0,0.574,15.224,0.026013693031648993,1.647058823529412,0.019481535656000797
K01715.01,Kepler-1766 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,294.27728,46.675282,105.0145774,2.29,406.0,296.0,7.426,33.9,6.44,0.954,1,5868.0,1.042,12.9,0.0029464163388298005,2.931034482758621,0.020143874766674116
K01716.01,Kepler-935 b,CONFIRMED,1.0,CONFIRMED,False,295.02167,46.619221,4.88084456,1.55,879.0,343.0,2.5574,32.6,141.0,0.227,1,4929.0,0.861,14.925,0.02183194568550926,1.5,0.01650075424415368
K01717.01,Kepler-936 b,CONFIRMED,0.7599570112636069,NEEDS REVIEW (ambiguous),True,293.57776,46.73634,10.56137217,2.43,867.0,238.4,3.2645,21.7,133.56,0.963,1,5610.0,1.171,14.581,0.012879087219339351,2.0,0.019020618193573535
K01718.01,Kepler-937 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,294.16882,46.714611,67.6690554,3.39,495.0,961.1,9.556,37.2,14.24,0.354,2,6127.0,1.08,15.224,0.0058840287382918985,2.272727272727273,0.028770750585599348
K01488.01,Kepler-861 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,292.35394,46.22628,3.949627144,2.32,966.0,807.2,1.5485,45.1,206.05,0.049,1,5155.0,0.836,15.623,0.016335930198208434,1.6666666666666667,0.025436476784829336
K01489.01,Kepler-1753 b,CONFIRMED,1.0,CONFIRMED,False,288.23666,46.605919,16.00460392,2.24,583.0,831.9,3.9475,34.3,27.41,0.49,1,5180.0,0.769,15.554,0.01027699076395929,1.25,0.026699118809886783
K01490.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,297.12186,46.221909,3.55650737,3.05,1405.0,293.6,8.545,77.1,918.25,0.01,1,4951.0,1.843,14.118,0.10010991954352866,10.974358974358974,0.015168748598134095
K01491.01,Kepler-862 b,CONFIRMED,0.9880065359477126,CONFIRMED,False,297.77927,46.492741,3.148661555,2.15,1097.0,550.5,2.1978,35.3,342.76,0.652,1,5258.0,0.873,15.297,0.029083786364584367,2.0,0.022573529334563854
K01492.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,289.95078,50.657249,0.70544824,20.03,1868.0,462.4,2.9423,118.2,2899.07,1.2,1,5717.0,0.826,14.351,0.17378430674564208,,0.22226759553733721
K01557.01,Kepler-304 b,CONFIRMED,1.0,CONFIRMED,False,294.44177,40.55759,3.295701024,2.81,875.0,1745.7,1.8268,114.7,138.38,0.267,4,4723.0,0.691,14.84,0.023095743853088862,0.5066666666666667,0.0372737872422836
K01557.02,Kepler-304 d,CONFIRMED,1.0,CONFIRMED,False,294.44177,40.55759,9.65349016,2.41,611.0,1308.6,2.9029,63.1,32.98,0.149,4,4723.0,0.691,14.84,0.012529578904824475,1.7692307692307692,0.03196791005476992
K01557.03,Kepler-304 c,CONFIRMED,0.9983333333333334,CONFIRMED,True,294.44177,40.55759,5.315954488,2.33,746.0,965.9,1.1165,37.7,73.19,0.718,4,4723.0,0.691,14.84,0.008751172237901473,0.38461538461538464,0.030906734617267183
K00180.01,Kepler-484 b,CONFIRMED,1.0,CONFIRMED,False,284.39429,46.249081,10.04556377,2.19,766.0,671.4,3.2027,66.5,81.61,0.075,1,5632.0,0.853,13.024,0.013284056165354805,0.7931034482758622,0.0235326227699079
K01557.04,Kepler-304 e,CONFIRMED,1.0,CONFIRMED,True,294.44177,40.55759,1.499144441,1.09,1137.0,258.9,1.4259,22.2,395.06,0.331,4,4723.0,0.691,14.84,0.03963093773697287,0.6190476190476191,0.014458515335974777
K01606.01,Kepler-905 b,CONFIRMED,1.0,CONFIRMED,False,290.05112,46.713371,5.082748362,1.4,928.0,276.7,1.7732,40.9,175.06,0.063,1,5430.0,0.858,13.984,0.01453609899040155,0.8333333333333334,0.014956018622379759
K01607.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,298.96255,40.630661,5.00673576,2.0,1324.0,191.2,1.9398,26.6,726.94,0.599,1,6116.0,1.383,13.518,0.01614325258499362,60.87755102040816,0.013255101722964397
K01608.01,Kepler-311 b,CONFIRMED,1.0,CONFIRMED,False,282.06128,47.085491,9.17617167,1.66,960.0,206.9,4.2642,34.3,200.99,0.107,3,5903.0,1.156,13.797,0.01936264995792085,1.380952380952381,0.01316210961658616
K01608.02,Kepler-311 c,CONFIRMED,1.0,CONFIRMED,False,282.06128,47.085491,19.7383992,1.61,744.0,168.1,4.894,20.3,72.32,0.732,3,5903.0,1.156,13.797,0.010330962739200587,0.33333333333333337,0.01276566053174923
K01609.01,Kepler-906 b,CONFIRMED,1.0,CONFIRMED,False,291.40555,40.125488,41.6980186,2.03,537.0,440.8,5.7047,43.4,19.61,0.002,1,5997.0,0.971,13.956,0.0057004107464553085,1.65,0.019162495126779255
K01720.01,Kepler-1767 b,CONFIRMED,0.993888888888889,CONFIRMED,False,293.64417,46.989761,59.6585348,3.59,393.0,1043.8,5.514,21.2,5.66,0.956,1,5243.0,0.831,15.742,0.003851083516720897,0.52,0.03959758267236254
K01721.01,Kepler-938 b,CONFIRMED,1.0,CONFIRMED,True,294.78915,46.98399,52.6298542,3.68,544.0,675.8,6.118,27.2,20.65,0.311,1,5339.0,1.433,15.004,0.004843575391600965,0.5238095238095238,0.02353839668978504
K00192.01,Kepler-427 b,CONFIRMED,0.9743333333333333,CONFIRMED,True,288.25458,43.704868,10.290994129,13.43,996.0,9655.7,4.28889,1245.7,233.08,0.049,1,5803.0,1.373,14.221,0.017365061893914915,0.1791044776119403,0.0896562819813571
K01722.01,Kepler-939 b,CONFIRMED,0.9692783257585736,CONFIRMED,False,293.8656,47.026829,14.8783945,1.63,692.0,322.8,7.491,22.9,54.19,0.749,1,5822.0,0.837,15.534,0.020978405969810786,3.6363636363636367,0.017849966106966195
K01723.01,Kepler-940 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,294.2413,47.275982,59.6222627,3.63,486.0,993.4,6.888,31.9,13.23,0.873,1,6108.0,0.997,15.517,0.004813638178143145,1.9285714285714286,0.03337234434743276
K01493.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,True,296.4418,46.616711,4.9883873,3.28,1236.0,507.6,9.059,42.4,550.52,0.944,1,6418.0,1.171,15.447,0.07566740724669338,23.545454545454543,0.025673920853877034
K01494.01,Kepler-1754 b,CONFIRMED,1.0,CONFIRMED,True,295.45715,50.077171,8.19596647,2.04,672.0,792.8,2.824,20.2,48.2,0.252,1,4723.0,0.747,15.858,0.01435665544720886,0.5151515151515151,0.025031381253704094
K01495.01,Kepler-863 b,CONFIRMED,1.0,CONFIRMED,False,297.66452,43.248959,15.59466045,2.74,718.0,867.7,5.0478,49.2,62.88,0.266,1,5900.0,0.929,15.43,0.013486988105598669,2.15,0.02703398685201063
K00174.01,Kepler-482 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,296.82291,48.107552,56.35407916,2.59,352.0,1037.0,3.4449,59.4,3.63,0.835,1,4802.0,0.701,13.779,0.002547064953230264,0.7333333333333334,0.033865461282886436
K01496.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,289.60678,39.938332,36.12895451,53.72,546.0,3758.6,2.2348,66.3,21.05,1.474,1,5921.0,0.912,15.6,0.0025773418558484233,0.5454545454545454,0.5399038384228214
K01558.01,,FALSE POSITIVE,0.17761904761904762,FALSE POSITIVE,False,295.04639,46.97459,32.50456309,10.68,591.0,7589.6,2.4657,148.1,28.8,0.927,1,6132.0,0.947,15.134,0.0031607100737067627,6.857142857142856,0.10337047766258832
K01559.01,,FALSE POSITIVE,0.026985368695914884,FALSE POSITIVE,False,295.18561,46.786709,1.332560589,1.4,1086.0,566.6,4.2427,108.8,330.32,0.009,1,4489.0,0.609,15.036,0.13266125992764646,3.027027027027027,0.021071041014781338
K01560.01,,CANDIDATE,0.047865309038942476,FALSE POSITIVE,True,297.41965,43.876579,31.56904354,11.18,575.0,4229.4,2.6364,113.6,25.83,0.985,1,5654.0,0.998,15.042,0.003479674633183391,9.344444444444445,0.10268015407533675
K01561.01,,FALSE POSITIVE,0.18384197902526386,FALSE POSITIVE,False,296.03342,40.019611,9.08590495,6.28,861.0,2121.3,2.0718,50.5,130.1,0.978,1,5931.0,0.866,15.549,0.009500979866622973,0.5,0.06646867187549614
K01562.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,299.556,40.456551,0.784512952,25.48,1952.0,586.0,2.4623,44.4,3432.93,1.234,2,5997.0,0.904,15.59,0.13077646847229277,,0.25834867743322276
K01610.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,298.3949,40.62891,0.883778461,1.09,1934.0,120.1,1.6339,31.7,3316.4,0.605,1,5975.0,0.949,14.063,0.0770319369286673,33.92857142857142,0.010527749312074366
K01612.01,Kepler-408 b,CONFIRMED,0.838162996423866,CONFIRMED,False,284.78619,48.423229,2.465024332,0.69,1561.0,30.7,1.262,23.2,1406.11,0.548,1,6139.0,1.194,8.769,0.021331770502512563,3.928571428571429,0.0052968785264544535
K01613.01,Kepler-907 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,285.47659,41.632717,15.86624787,1.31,879.0,77.3,4.25,28.4,141.18,0.858,3,6099.0,1.308,11.049,0.011161008877729913,2.88235294117647,0.009179917983389255
K00021.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,284.73859,47.169628,4.288515468,76.51,1722.0,3456.7,2.2959,292.1,2081.57,1.283,1,6378.0,2.002,13.396,0.022306670155165218,27.319444444444446,0.35029132187702317
K00188.01,Kepler-425 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,290.35803,40.567741,3.797018259,10.07,982.0,14431.0,2.2608,1549.0,219.64,0.321,1,5167.0,0.848,14.741,0.0248089404828959,0.07462686567164178,0.10884509624197986
K01615.01,Kepler-908 b,CONFIRMED,0.993888888888889,CONFIRMED,False,295.32251,39.376492,1.340596782,1.16,1783.0,107.5,1.6484,37.6,2393.35,0.007,1,5992.0,1.125,11.524,0.051233401613023824,0.171875,0.009451064263163254
K01724.01,Kepler-941 b,CONFIRMED,0.993888888888889,CONFIRMED,False,294.32635,47.217609,17.42393582,3.29,722.0,770.9,4.929,33.2,64.13,0.927,1,6018.0,0.969,15.601,0.011786946538465843,1.6111111111111112,0.03112055763498897
K01725.01,Kepler-1651 b,CONFIRMED,0.7020842347583253,NEEDS REVIEW (ambiguous),False,283.62885,48.391003,9.8786461,1.6,393.0,1472.7,1.8915,49.2,5.65,0.019,1,3609.0,0.422,13.496,0.007978066953932078,4.4743589743589745,0.03475223826134552
K01726.01,Kepler-942 b,CONFIRMED,1.0,CONFIRMED,False,294.95511,44.149818,44.96407458,2.0,379.0,811.6,4.981,88.0,4.89,0.11,1,4827.0,0.729,13.054,0.004615721964819022,1.1176470588235294,0.025146509853031226
K01727.01,Kepler-943 b,CONFIRMED,0.9672077294685991,CONFIRMED,True,284.27396,41.535019,49.7700907,5.12,455.0,3529.2,10.065,109.8,10.16,0.655,1,5774.0,0.818,15.64,0.008426245443832393,0.6923076923076923,0.057370932210416864
