kepoi_name,kepler_name,catalog,p_planet,verdict,unseen,ra,dec,koi_period,koi_prad,koi_teq,koi_depth,koi_duration,koi_model_snr,koi_insol,koi_impact,koi_count,koi_steff,koi_srad,koi_kepmag,duty_cycle,dicco_offset_sig,prad_over_srad
K00829.02,Kepler-53 d,CONFIRMED,1.0,CONFIRMED,False,290.46176,40.562462,9.75192101,2.76,870.0,418.0,4.793,28.5,135.66,0.949,3,5775.0,1.053,15.386,0.020478871099196213,0.9411764705882353,0.024024588644203676
K00829.03,Kepler-53 c,CONFIRMED,1.0,CONFIRMED,False,290.46176,40.562462,38.5576546,4.02,550.0,993.0,5.794,39.7,21.71,0.911,3,5775.0,1.053,15.386,0.006261186505536742,3.1333333333333333,0.03499233563394883
K00830.01,Kepler-428 b,CONFIRMED,0.9781825193845656,CONFIRMED,False,290.58173,40.5774,3.525632539,11.58,975.0,22335.0,2.59959,1996.7,213.12,0.12,1,5150.0,0.793,15.224,0.030722501225474423,0.7910447761194029,0.1338476102191148
K00815.01,,CANDIDATE,0.31112597547380155,NEEDS REVIEW (ambiguous),True,285.92001,39.624828,34.84398644,7.61,511.0,4523.6,2.9315,76.8,16.1,0.934,1,5509.0,0.871,15.684,0.003505506855355479,0.7789473684210526,0.08008326133556992
K00816.01,Kepler-690 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,294.4899,39.771439,7.748094239,5.52,964.0,2472.1,3.5957,113.2,204.39,0.517,1,5973.0,1.085,15.67,0.019336475359219403,1.4810126582278482,0.04663205869556953
K00817.01,Kepler-236 c,CONFIRMED,1.0,CONFIRMED,False,283.86639,39.898079,23.96793669,1.8,329.0,1182.3,3.827,27.5,2.77,0.416,2,3747.0,0.524,15.414,0.006652985419469303,1.0454545454545454,0.03148592579117135
K00817.02,Kepler-236 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,283.86639,39.898079,8.29561738,1.82,469.0,824.3,1.3421,17.9,11.39,0.888,2,3747.0,0.524,15.414,0.006741009230747976,1.9354838709677418,0.03183576941107325
K00818.01,Kepler-691 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,288.81201,40.033401,8.11437482,2.1,460.0,1558.0,2.2736,56.4,10.55,0.573,1,3692.0,0.517,15.877,0.01167475442468325,0.9213483146067416,0.03723093997486025
K00819.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,294.14789,40.055538,38.036729482,27.5,500.0,82872.0,4.34617,1300.0,14.81,0.501,1,5575.0,0.932,15.472,0.004760935525552046,2.191176470588235,0.2704531417803881
K00820.01,,CANDIDATE,0.001985368695914888,FALSE POSITIVE,True,295.11371,40.071171,4.64090031,30.09,1155.0,2450.6,35.512,296.9,421.08,1.28,1,6463.0,0.826,15.27,0.31883181448184705,1.3611111111111112,0.33390074636637423
K00011.01,,FALSE POSITIVE,0.0013422818791946308,FALSE POSITIVE,False,291.06152,50.265129,3.747838198,13.65,1031.0,616.0,5.0642,138.2,266.76,1.121,1,5514.0,0.826,13.496,0.05630134551858082,12.141304347826086,0.151470428311765
K00117.01,Kepler-107 e,CONFIRMED,1.0,CONFIRMED,False,297.02826,48.208611,14.74914825,2.89,874.0,430.2,6.0995,107.4,137.91,0.173,4,5847.0,1.402,12.487,0.017231221018700747,1.6153846153846152,0.01889405079296174
K00821.01,Kepler-692 b,CONFIRMED,1.0,CONFIRMED,False,294.77686,40.15374,21.81295996,3.38,639.0,1175.4,4.3791,37.8,39.33,0.053,1,5601.0,0.999,15.54,0.008364866590072814,0.9285714285714285,0.031011763367400396
K00822.01,,FALSE POSITIVE,0.11210997242153689,FALSE POSITIVE,False,283.53845,40.217999,7.91936937,10.34,814.0,15148.0,3.3148,389.0,104.0,0.733,1,5690.0,0.776,15.805,0.017440361752777626,0.23880597014925373,0.12213329301596001
K00823.01,,CANDIDATE,0.0,FALSE POSITIVE,True,296.00699,40.295429,1.028436523,72.77,1947.0,8098.0,1.8606,89.6,3400.48,1.5734,1,6228.0,0.99,15.202,0.07538141466802029,,0.6737401512836892
K00824.01,Kepler-693 b,CONFIRMED,0.9444126984126985,CONFIRMED,False,283.25354,40.358189,15.37562369,11.01,600.0,15337.0,3.3169,166.0,30.54,0.692,1,4986.0,0.833,16.422,0.008988524267575038,0.5,0.1211483676880468
K00825.01,Kepler-237 c,CONFIRMED,1.0,CONFIRMED,True,283.22141,40.421829,8.10363271,2.11,687.0,887.9,3.161,39.3,52.82,0.047,2,4861.0,0.732,15.289,0.016252998876763423,1.1111111111111112,0.026420840157673563
K00825.02,Kepler-237 b,CONFIRMED,1.0,CONFIRMED,False,283.22141,40.421829,4.71510843,1.46,823.0,417.5,2.506,21.3,108.84,0.258,2,4861.0,0.732,15.289,0.022145125232394,0.8076923076923076,0.018281718782086922
K00826.01,Kepler-694 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,291.14951,40.420521,6.365839713,2.44,914.0,780.7,2.9721,70.8,165.33,0.524,1,5776.0,0.849,15.09,0.019453442999374498,0.5903614457831325,0.026342524067242534
K00827.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,294.22397,40.417858,5.97581754,3.86,1047.0,962.4,3.065,50.3,284.25,0.941,1,6108.0,0.997,15.546,0.02137085553206722,8.928571428571427,0.03548684550443264
K00839.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,298.96112,40.862808,2.446737317,26.25,1261.0,1177.9,4.7211,110.2,597.19,1.241,1,5764.0,0.863,15.021,0.08039788277770399,111.24285714285713,0.27880063683375944
K00840.01,Kepler-695 b,CONFIRMED,0.6961796098638204,NEEDS REVIEW (ambiguous),True,299.3161,40.82238,3.04033046,8.99,1021.0,10859.0,1.8411,568.2,257.29,0.736,1,5035.0,0.791,15.028,0.02523163222197892,6.266666666666667,0.10417378829893126
K00841.01,Kepler-27 b,CONFIRMED,1.0,CONFIRMED,True,292.23676,41.08588,15.33528675,5.0,610.0,3081.4,3.897,86.6,32.67,0.773,5,5251.0,0.817,15.855,0.010588324994966267,3.769230769230769,0.05609487663053783
K00117.04,Kepler-107 d,CONFIRMED,0.9983333333333334,CONFIRMED,False,297.02826,48.208611,7.95825328,1.06,1074.0,50.0,4.377,14.7,314.15,0.706,4,5847.0,1.402,12.487,0.02291646088449198,1.3714285714285714,0.00692999786869877
K00841.02,Kepler-27 c,CONFIRMED,0.9983333333333334,CONFIRMED,False,292.23676,41.08588,31.33046135,6.5,481.0,5073.8,5.176,117.2,12.61,0.798,5,5251.0,0.817,15.855,0.006883609668475779,4.090909090909091,0.07292333961969918
K00831.01,,FALSE POSITIVE,0.13424121272696987,FALSE POSITIVE,False,294.05676,40.549679,3.9043425,12.28,1104.0,16228.0,3.831,323.4,351.05,0.709,1,5810.0,0.898,15.016,0.0408839644575239,1.8857142857142857,0.12534219030374044
K00832.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,294.74396,40.53392,9.286358079,17.61,796.0,44791.0,3.49949,1671.1,95.03,0.377,1,5670.0,0.821,15.365,0.015701751116303616,0.8970588235294117,0.19660359200679686
K00833.01,,FALSE POSITIVE,0.005515746364223591,FALSE POSITIVE,True,295.50439,40.505489,3.951405455,31.44,1133.0,2453.9,2.1862,117.2,388.71,1.276,1,6046.0,0.869,15.446,0.023052978922069808,2.0,0.33161793479235385
K00834.01,Kepler-238 e,CONFIRMED,1.0,CONFIRMED,False,287.89713,40.637821,23.65369415,7.89,731.0,3341.8,8.2183,266.3,67.65,0.008,5,5739.0,1.384,15.084,0.014476773247136396,0.23529411764705882,0.05225359351075272
K00834.02,Kepler-238 d,CONFIRMED,1.0,CONFIRMED,False,287.89713,40.637821,13.23352214,3.06,888.0,504.6,6.7372,49.1,146.67,0.014,5,5739.0,1.384,15.084,0.021212543697506265,1.1153846153846152,0.020265652236109422
K00834.03,Kepler-238 c,CONFIRMED,1.0,CONFIRMED,False,287.89713,40.637821,6.15560285,2.32,1146.0,285.0,4.9843,35.1,406.94,0.235,5,5739.0,1.384,15.084,0.03373823356174882,1.0,0.015364808231298644
K00834.04,Kepler-238 b,CONFIRMED,0.9880065359477126,CONFIRMED,False,287.89713,40.637821,2.090811305,1.62,1642.0,115.9,3.388,19.9,1718.04,0.746,5,5739.0,1.384,15.084,0.06751765036331993,2.4848484848484844,0.0107288747132344
K00117.03,Kepler-107 b,CONFIRMED,1.0,CONFIRMED,False,297.02826,48.208611,3.180027898,1.53,1458.0,120.3,3.5797,50.4,1066.86,0.196,4,5847.0,1.402,12.487,0.04690341451421652,1.3846153846153846,0.01000273277274445
K00834.05,Kepler-238 f,CONFIRMED,0.9983333333333334,CONFIRMED,False,287.89713,40.637821,50.4467417,2.67,568.0,370.3,7.159,19.4,24.64,0.379,5,5739.0,1.384,15.084,0.005913001645191818,2.5142857142857147,0.017682774990330767
K00835.01,Kepler-239 b,CONFIRMED,1.0,CONFIRMED,False,294.20215,40.66341,11.76307164,2.35,616.0,1037.3,2.9076,48.9,33.99,0.048,2,4959.0,0.756,15.208,0.010299180665365735,1.0833333333333335,0.02849189375312199
K00835.02,Kepler-239 c,CONFIRMED,1.0,CONFIRMED,False,294.20215,40.66341,56.2279271,2.37,366.0,862.7,3.57,20.9,4.22,0.7,2,4959.0,0.756,15.208,0.0026454825506096236,2.2083333333333335,0.028734377955276218
K00836.01,,FALSE POSITIVE,0.0013422818791946308,FALSE POSITIVE,False,299.64285,40.691238,2.384052875,17.06,1010.0,1268.1,3.0918,50.5,244.87,1.178,1,4794.0,0.701,15.836,0.054036133741370986,81.47435897435898,0.22306747856603962
K00837.01,Kepler-240 c,CONFIRMED,1.0,CONFIRMED,False,291.15878,40.750271,7.953547,2.25,696.0,875.4,2.6312,38.4,55.37,0.3,2,4768.0,0.779,15.66,0.013784206384061519,0.5714285714285714,0.026474045434168463
K00837.02,Kepler-240 b,CONFIRMED,1.0,CONFIRMED,True,291.15878,40.750271,4.14451656,1.48,864.0,391.8,2.3421,22.8,132.08,0.004,2,4768.0,0.779,15.66,0.023546172053417976,0.9444444444444445,0.017414038774475255
K00838.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,292.21436,40.759762,4.859386384,38.33,1114.0,6044.3,2.2757,269.7,364.23,1.259,1,6072.0,0.988,15.311,0.019512923204777485,2.2957746478873244,0.3555962104372544
K00850.01,Kepler-702 b,CONFIRMED,0.8360697197539302,CONFIRMED,True,293.87811,41.66177,10.526294577,8.24,713.0,9768.0,2.5211,482.3,61.16,0.644,1,5386.0,0.793,15.305,0.00997937427695202,0.4852941176470588,0.09524216823881743
K00851.01,Kepler-703 b,CONFIRMED,0.9211616161616162,CONFIRMED,True,299.18686,41.74268,4.583520948,5.39,1038.0,3812.1,2.7055,99.5,274.98,0.045,1,5815.0,0.877,15.287,0.024594447793645526,0.5492957746478874,0.0563331999034288
K00852.01,Kepler-704 b,CONFIRMED,0.993888888888889,CONFIRMED,False,283.31638,41.83712,3.76181843,2.66,1121.0,510.6,3.5176,35.9,372.62,0.926,1,5653.0,0.949,15.257,0.03896165362416672,3.3636363636363638,0.025691571715704412
K00853.01,Kepler-242 b,CONFIRMED,1.0,CONFIRMED,False,286.5657,41.808399,8.20396958,3.01,742.0,1024.4,2.9667,54.4,71.5,0.823,2,5015.0,0.826,15.376,0.015067401066594396,1.3636363636363635,0.03340117137131228
K00853.02,Kepler-242 c,CONFIRMED,0.9983333333333334,CONFIRMED,False,286.5657,41.808399,14.49645186,3.01,613.0,647.5,4.016,25.7,33.48,0.97,2,5015.0,0.826,15.376,0.011543054462523723,0.5106382978723404,0.03340117137131228
K00841.03,Kepler-27 d,CONFIRMED,1.0,CONFIRMED,True,292.23676,41.08588,6.54626149,2.19,810.0,655.9,2.75,24.8,101.78,0.644,5,5251.0,0.817,15.855,0.01750362913372306,1.866666666666667,0.02456955596417557
K00842.01,Kepler-241 b,CONFIRMED,1.0,CONFIRMED,False,292.91312,41.060921,12.71809866,2.31,562.0,1149.4,3.0957,52.7,23.6,0.427,2,4702.0,0.686,15.389,0.010142042725748127,1.3333333333333335,0.03086477487420266
K00842.02,Kepler-241 c,CONFIRMED,1.0,CONFIRMED,False,292.91312,41.060921,36.06588163,2.64,397.0,1563.8,4.3246,51.7,5.88,0.26,2,4702.0,0.686,15.389,0.0049961808369265335,0.6428571428571428,0.035274028427660184
K00843.01,Kepler-696 b,CONFIRMED,0.9853253765274225,CONFIRMED,False,293.49661,41.137589,4.190425659,6.21,1234.0,2877.4,2.8589,240.6,547.9,0.458,1,6073.0,1.135,15.27,0.028426905290036872,0.6944444444444445,0.050150005854871865
K00844.01,Kepler-697 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,283.86441,41.346458,3.709870784,4.35,1151.0,2020.3,3.0694,116.1,415.1,0.023,1,5727.0,0.978,15.581,0.03447334802555394,0.7297297297297297,0.04076858625789364
K00845.01,Kepler-698 b,CONFIRMED,0.993888888888889,CONFIRMED,False,288.51001,41.301769,16.3297527,3.75,727.0,1187.5,6.271,74.6,66.08,0.791,1,5878.0,0.987,15.447,0.016000956748516263,1.2553191489361701,0.03482485882002235
K00846.01,Kepler-699 b,CONFIRMED,0.029967115278679752,FALSE POSITIVE,False,296.88821,41.396091,27.807566216,13.84,554.0,25391.0,4.21587,748.1,22.24,0.782,1,5862.0,0.785,15.482,0.006317030718744724,0.16417910447761191,0.16160012143361727
K00847.01,Kepler-700 b,CONFIRMED,0.9983333333333334,CONFIRMED,True,287.1543,41.565788,80.8723469,7.59,452.0,3604.6,11.195,160.9,9.88,0.527,1,5510.0,1.238,15.201,0.00576783475704145,0.7349397590361445,0.056194832444630693
K00848.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,284.86929,41.679192,3.166465862,26.82,954.0,4357.2,2.9381,122.1,196.31,1.266,1,4968.0,0.704,15.999,0.038661662139635386,57.515789473684215,0.34918965086242815
K00118.01,Kepler-467 b,CONFIRMED,1.0,CONFIRMED,False,287.36279,38.649601,24.99324319,2.29,712.0,269.6,5.9409,62.0,60.88,0.686,1,5718.0,1.317,12.377,0.00990417682564069,2.1904761904761907,0.015937674644551578
K00849.01,Kepler-701 b,CONFIRMED,1.0,CONFIRMED,False,288.9942,41.633282,10.35533116,2.47,777.0,750.6,3.1775,49.2,86.22,0.029,1,5501.0,0.918,15.018,0.012785282410353482,0.35714285714285715,0.02466206973674489
K00867.01,Kepler-709 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,292.10519,42.380322,16.08518937,3.68,613.0,1442.4,3.984,62.6,33.43,0.867,1,5239.0,0.826,15.219,0.010320052576415517,0.7272727272727273,0.04083598360346485
K00868.01,,CANDIDATE,0.7341774891774892,NEEDS REVIEW (ambiguous),True,293.00797,42.307201,235.9986399,10.59,188.0,20715.0,8.2284,271.8,0.29,0.778,1,4245.0,0.657,15.172,0.0014527626097560404,0.835820895522388,0.14774263484131267
K00869.01,Kepler-245 b,CONFIRMED,1.0,CONFIRMED,False,291.63898,42.436321,7.49018305,2.56,753.0,1123.6,2.7297,53.0,76.06,0.02,4,5103.0,0.787,15.599,0.01518487588898111,1.1818181818181819,0.029815389166531762
K00869.02,Kepler-245 d,CONFIRMED,1.0,CONFIRMED,False,291.63898,42.436321,36.2761238,3.03,445.0,1572.6,4.7865,45.5,9.29,0.035,4,5103.0,0.787,15.599,0.005497762139625292,1.2380952380952381,0.0352893082713247
K00869.03,Kepler-245 c,CONFIRMED,1.0,CONFIRMED,False,291.63898,42.436321,17.46087931,2.32,568.0,812.4,2.2641,22.6,24.6,0.594,4,5103.0,0.787,15.599,0.005402792054462691,0.23913043478260868,0.027020196432169404
K00854.01,Kepler-705 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,289.50848,41.812119,56.0560754,1.94,233.0,1626.0,4.685,27.4,0.69,0.018,1,3593.0,0.491,15.849,0.003482376030437074,1.8421052631578947,0.03621558352825656
K00855.01,Kepler-706 b,CONFIRMED,0.10507861429435243,FALSE POSITIVE,False,291.76041,41.944069,41.408316686,11.38,453.0,22839.0,5.0264,907.8,9.93,0.377,1,5522.0,0.747,15.196,0.005057760133585483,0.417910447761194,0.13963584248389835
K00856.01,,CANDIDATE,0.009087174935652162,FALSE POSITIVE,True,293.17929,41.969238,39.74893077,14.21,552.0,15179.0,7.3051,561.1,21.87,0.881,1,6122.0,0.964,15.344,0.00765754350545683,2.0,0.13511149312937615
K00857.01,Kepler-243 b,CONFIRMED,1.0,CONFIRMED,True,285.11047,42.033958,5.715425977,2.47,850.0,908.1,2.5242,59.4,123.03,0.348,2,5237.0,0.826,15.086,0.018401952964353825,0.7272727272727273,0.02740893464689081
K00119.01,Kepler-108 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,294.55917,46.062328,49.18394185,8.2,669.0,1646.2,11.3364,355.7,47.4,0.035,2,5626.0,2.057,12.654,0.009603744275734582,0.023255813953488372,0.036538844579351006
K00857.02,Kepler-243 c,CONFIRMED,0.9206562842066208,CONFIRMED,False,285.11047,42.033958,20.0261412,2.28,559.0,421.2,1.611,10.7,23.14,0.957,2,5237.0,0.826,15.086,0.003351868906227426,0.4823529411764706,0.025300555058668437
K00858.01,,CANDIDATE,0.026395686707251183,FALSE POSITIVE,True,289.89777,42.009151,13.61014819,19.02,733.0,5732.9,2.594,184.1,68.29,1.081,1,5697.0,0.903,15.06,0.007941378141109963,0.9863013698630136,0.1930625382547025
K00859.01,,FALSE POSITIVE,0.0013422818791946308,FALSE POSITIVE,False,286.24356,42.148811,10.44331991,2.66,667.0,1159.8,2.743,51.7,46.94,0.23,1,4947.0,0.802,15.546,0.010943997469351359,136.5735294117647,0.030400625384293622
K00861.01,Kepler-707 b,CONFIRMED,1.0,CONFIRMED,False,290.00757,42.116459,2.237489571,1.41,1160.0,315.8,1.8119,30.7,427.17,0.128,1,5265.0,0.81,15.001,0.033741311830826556,0.9523809523809524,0.01595546050174831
K00862.01,,FALSE POSITIVE,0.04306235337391785,FALSE POSITIVE,False,284.08731,42.233231,5.851520671,14.62,901.0,33004.0,3.11058,1630.4,155.89,0.211,1,5532.0,0.806,15.33,0.022149370614433908,0.40298507462686567,0.16625992498970824
K00863.01,Kepler-708 b,CONFIRMED,1.0,CONFIRMED,True,293.81647,42.212502,3.167893418,2.62,1221.0,781.2,2.1814,64.8,526.23,0.026,1,5895.0,0.94,15.533,0.02869151662433445,0.6363636363636365,0.025547516430368396
K00864.01,Kepler-244 b,CONFIRMED,1.0,CONFIRMED,False,287.24268,42.301369,4.311780262,3.11,1038.0,1154.0,2.7251,86.1,274.84,0.196,3,5527.0,0.927,15.604,0.026333863609428368,3.4567901234567904,0.03075076357804415
K00864.02,Kepler-244 d,CONFIRMED,1.0,CONFIRMED,False,287.24268,42.301369,20.0504494,2.69,622.0,840.9,4.556,37.8,35.44,0.383,3,5527.0,0.927,15.604,0.009467784464388779,1.7857142857142856,0.026597927339208606
K00864.03,Kepler-244 c,CONFIRMED,1.0,CONFIRMED,False,287.24268,42.301369,9.76734503,2.67,791.0,569.1,1.6585,21.1,92.46,0.9,3,5527.0,0.927,15.604,0.00707502053571529,1.3928571428571428,0.026400173232597392
K00865.01,,CANDIDATE,0.6686391869000564,NEEDS REVIEW (ambiguous),True,291.58377,42.36816,119.0207044,8.98,366.0,7430.5,8.1405,223.5,4.25,0.076,1,5453.0,1.062,15.085,0.002849819295809847,8.444444444444443,0.07750452685126209
K00119.02,Kepler-108 c,CONFIRMED,0.9983333333333334,CONFIRMED,False,294.55917,46.062328,190.3200468,7.78,426.0,1141.7,15.284,139.3,7.8,0.812,2,5626.0,2.057,12.654,0.0033461179946143926,1.1794871794871795,0.03466734278382328
K00866.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,291.67172,42.343109,2.861159894,4.37,1355.0,1014.3,1.8832,58.3,797.1,0.965,1,6126.0,1.021,15.618,0.02742477511697802,54.05194805194805,0.039231141446668547
K00880.01,Kepler-82 b,CONFIRMED,1.0,CONFIRMED,False,292.87338,42.966141,26.44439337,3.91,562.0,1843.5,3.9783,88.0,23.54,0.03,4,5427.0,0.929,15.158,0.006268341938524113,0.8181818181818181,0.03857769656619035
K00880.02,Kepler-82 c,CONFIRMED,1.0,CONFIRMED,False,292.87338,42.966141,51.53997972,5.51,450.0,3644.3,6.3994,155.5,9.67,0.183,4,5427.0,0.929,15.158,0.0051734918817439276,1.0533333333333335,0.054363966260795094
K00880.03,Kepler-82 e,CONFIRMED,1.0,CONFIRMED,True,292.87338,42.966141,5.902245782,2.43,926.0,702.3,2.9003,59.3,173.74,0.209,4,5427.0,0.929,15.158,0.020474551178786094,0.06666666666666667,0.02397539709868096
K00880.04,Kepler-82 d,CONFIRMED,1.0,CONFIRMED,True,292.87338,42.966141,2.382951591,1.86,1253.0,391.6,1.8876,41.4,583.01,0.479,4,5427.0,0.929,15.158,0.033005286509825704,3.0588235294117645,0.01835153851997802
K00881.01,Kepler-712 b,CONFIRMED,1.0,CONFIRMED,False,294.90973,42.935261,21.02250608,3.07,521.0,1772.5,4.1072,62.4,17.48,0.036,2,5067.0,0.75,15.859,0.008140482047292305,1.857142857142857,0.03751909563091965
K00869.04,Kepler-245 e,CONFIRMED,1.0,CONFIRMED,True,291.63898,42.436321,3.219814777,1.69,998.0,488.2,2.0642,30.5,234.93,0.06,4,5103.0,0.787,15.599,0.02671219908291431,2.0476190476190474,0.01968281550446823
K00870.01,Kepler-28 b,CONFIRMED,1.0,CONFIRMED,True,292.13702,42.42942,5.912273234,1.73,585.0,961.4,2.3254,62.8,27.72,0.17,2,4072.0,0.57,15.036,0.016388225447610746,1.1414141414141414,0.02781931915030473
K00870.02,Kepler-28 c,CONFIRMED,1.0,CONFIRMED,True,292.13702,42.42942,8.98581901,1.65,509.0,881.3,2.8606,51.8,15.9,0.008,2,4072.0,0.57,15.036,0.013264418806346141,0.979381443298969,0.026532876646244395
K00871.01,,CANDIDATE,0.00313479398327121,FALSE POSITIVE,True,291.11969,42.507069,12.940668656,22.94,723.0,42450.0,2.4845,307.5,64.64,0.897,1,5875.0,0.809,15.215,0.007999651029263888,0.1343283582089552,0.2599082956519178
K00120.01,,FALSE POSITIVE,0.24886530903894247,NEEDS REVIEW (ambiguous),False,294.40192,50.172089,20.5452375,2.41,742.0,218.5,2.517,18.5,71.57,0.95,1,5670.0,1.264,12.003,0.005104589323924827,0.7794117647058824,0.017476128044181975
K00872.01,Kepler-46 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,289.26874,42.604172,33.60123371,8.46,495.0,7425.9,4.4056,247.9,14.22,0.67,2,5149.0,0.93,15.262,0.005463093059349059,0.20833333333333334,0.08338014842849119
K00872.02,Kepler-46 d,CONFIRMED,1.0,CONFIRMED,True,289.26874,42.604172,6.76652928,1.97,845.0,450.7,2.9004,29.2,120.48,0.429,2,5149.0,0.93,15.262,0.017859968530277312,0.8636363636363636,0.019415944728620287
K00873.01,Kepler-710 b,CONFIRMED,1.0,CONFIRMED,False,291.96417,42.69614,4.347288783,2.36,1174.0,451.6,2.1024,39.7,449.79,0.025,1,5754.0,1.122,15.024,0.02015049019576485,3.666666666666667,0.019279439131706343
K00874.01,Kepler-246 b,CONFIRMED,1.0,CONFIRMED,True,296.48343,42.663429,4.601811819,2.35,896.0,755.9,2.2607,60.8,152.91,0.567,2,4986.0,0.833,15.024,0.020469292756478387,0.66,0.025858189288547686
K00874.02,Kepler-246 c,CONFIRMED,1.0,CONFIRMED,False,296.48343,42.663429,11.18719905,1.55,667.0,353.6,3.252,21.9,46.65,0.387,2,4986.0,0.833,15.024,0.012112057664693112,1.4210526315789473,0.017055401445637837
K00875.01,Kepler-1729 b,CONFIRMED,0.9983333333333334,CONFIRMED,False,296.69394,42.62611,4.220965778,2.62,595.0,2260.0,3.0854,157.8,29.68,0.705,1,3837.0,0.517,15.692,0.030457089702880157,0.9431818181818182,0.04645002987339708
K00876.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,287.88412,42.832439,6.998099523,588.66,853.0,20285.0,2.0488,192.3,125.22,7.361,1,5612.0,0.829,15.877,0.012198549961471686,0.7391304347826085,6.508564977848147
K00877.01,Kepler-81 b,CONFIRMED,1.0,CONFIRMED,True,293.63696,42.82497,5.95489993,2.33,635.0,1410.7,2.3892,87.2,38.52,0.327,3,4261.0,0.633,15.019,0.016717325424476112,0.7951807228915663,0.033738631312056275
K00877.02,Kepler-81 c,CONFIRMED,1.0,CONFIRMED,True,293.63696,42.82497,12.03987488,2.18,502.0,1250.6,2.7363,57.6,15.06,0.286,3,4261.0,0.633,15.019,0.009469575152262712,0.09090909090909091,0.031566616420722185
K00877.03,Kepler-81 d,CONFIRMED,0.9983333333333334,CONFIRMED,False,293.63696,42.82497,20.83762895,1.42,418.0,439.0,2.3734,14.9,7.24,0.706,3,4261.0,0.633,15.019,0.004745821460971291,1.2115384615384615,0.020561740971296098
K00121.01,,FALSE POSITIVE,0.0013422818791946308,FALSE POSITIVE,False,294.46088,38.383461,8.8111022,63.66,1399.0,401.1,5.0683,76.8,904.92,1.223,1,6200.0,2.404,12.759,0.02396739498341838,38.85333333333334,0.24272103780591775
K00878.01,Kepler-711 b,CONFIRMED,0.993888888888889,CONFIRMED,False,297.46002,42.83992,23.58917143,3.16,487.0,1200.7,5.073,53.3,13.34,0.926,1,4919.0,0.721,15.316,0.008960679294194269,0.75,0.04017233422873569
