kepoi_name,koi_period,koi_prad,koi_teq,p_planet_calibrated,conformal_verdict
K01972.01,17.79108667,2.88,830.0,1.0,CONFIRMED
K03394.01,15.5764061,1.79,793.0,1.0,CONFIRMED
K00353.01,152.1060435,11.58,458.0,1.0,CONFIRMED
K00298.02,57.3840375,1.62,397.0,1.0,CONFIRMED
K02159.01,7.5966998,1.32,964.0,1.0,CONFIRMED
K02656.01,6.77367892,1.33,1083.0,1.0,CONFIRMED
K01145.01,30.5872153,2.32,621.0,1.0,CONFIRMED
K03864.02,18.2572722,0.94,547.0,1.0,CONFIRMED
K01573.02,7.136922,1.38,956.0,1.0,CONFIRMED
K01628.03,37.8404232,1.76,607.0,1.0,CONFIRMED
K03029.01,18.9763286,2.24,638.0,1.0,CONFIRMED
K02550.01,18.0243482,1.98,683.0,1.0,CONFIRMED
K00426.01,16.30141333,3.84,805.0,1.0,CONFIRMED
K01590.01,12.89006728,1.93,620.0,1.0,CONFIRMED
K01856.01,46.2991052,4.33,592.0,1.0,CONFIRMED
K00350.01,12.99065074,2.02,790.0,1.0,CONFIRMED
K04318.01,14.8162925,1.57,912.0,0.9983333333333334,CONFIRMED
K01681.01,6.93910337,1.41,445.0,0.9983333333333334,CONFIRMED
K01590.03,4.74666128,1.3,865.0,0.9983333333333334,CONFIRMED
K04205.01,1.166960319,0.88,1596.0,0.9983333333333334,CONFIRMED
K01660.01,35.6364022,1.99,537.0,0.9983333333333334,CONFIRMED
K02579.03,10.30148508,1.6,934.0,0.9983333333333334,CONFIRMED
K01934.01,28.78270955,2.11,443.0,0.9983333333333334,CONFIRMED
K04273.01,17.3731821,1.31,901.0,0.9983333333333334,CONFIRMED
K01656.01,51.3901452,3.62,570.0,0.9983333333333334,CONFIRMED
K04526.01,30.5392931,2.72,669.0,0.9983333333333334,CONFIRMED
K00266.02,47.7439509,1.74,575.0,0.9983333333333334,CONFIRMED
K01303.01,34.2966363,3.29,584.0,0.9983333333333334,CONFIRMED
K04541.01,8.5291223,2.08,911.0,0.9983333333333334,CONFIRMED
K04766.01,5.56676609,1.12,859.0,0.9983333333333334,CONFIRMED
K01338.02,42.0370662,1.66,527.0,0.9983333333333334,CONFIRMED
K03323.01,14.3196417,2.06,850.0,0.9983333333333334,CONFIRMED
K01271.01,162.0479502,11.52,437.0,0.9983333333333334,CONFIRMED
K01861.01,17.50441726,3.56,824.0,0.9983333333333334,CONFIRMED
K02124.01,42.3375799,1.45,311.0,0.9983333333333334,CONFIRMED
K04021.01,7.23531329,1.53,1207.0,0.9983333333333334,CONFIRMED
K02657.01,5.22402436,0.58,941.0,0.9983333333333334,CONFIRMED
K02963.02,7.35101287,1.42,1064.0,0.9983333333333334,CONFIRMED
K02942.01,13.84301228,1.98,699.0,0.9983333333333334,CONFIRMED
K02958.01,31.6084371,1.89,634.0,0.9983333333333334,CONFIRMED
K02927.01,24.4359956,2.31,674.0,0.9983333333333334,CONFIRMED
K02900.01,46.151253,2.08,423.0,0.9983333333333334,CONFIRMED
K02696.02,44.5643831,5.8,940.0,0.9983333333333334,CONFIRMED
K02551.01,16.4793229,1.53,537.0,0.9983333333333334,CONFIRMED
K00005.01,4.780327581,7.14,1441.0,0.9983333333333334,CONFIRMED
K02598.01,29.2254372,1.35,614.0,0.9983333333333334,CONFIRMED
K02971.01,6.09595681,1.26,1259.0,0.9983333333333334,CONFIRMED
K01884.01,23.11707222,4.37,548.0,0.9983333333333334,CONFIRMED
K02560.01,18.1209388,1.68,543.0,0.9983333333333334,CONFIRMED
K02554.02,10.27127527,0.94,510.0,0.9983333333333334,CONFIRMED
K02248.03,0.76196247,1.08,1638.0,0.9983333333333334,CONFIRMED
K00227.01,17.65737838,2.45,350.0,0.9983333333333334,CONFIRMED
K02217.01,37.8034121,2.95,460.0,0.9983333333333334,CONFIRMED
K00501.01,24.7962801,2.7,664.0,0.9983333333333334,CONFIRMED
K03437.02,34.7496038,3.51,702.0,0.9983333333333334,CONFIRMED
K02220.04,7.66462913,1.6,1106.0,0.9983333333333334,CONFIRMED
K04149.01,9.54699216,1.71,996.0,0.9983333333333334,CONFIRMED
K03209.01,11.91256675,2.61,1242.0,0.9983333333333334,CONFIRMED
K00268.01,110.3783828,3.02,473.0,0.9983333333333334,CONFIRMED
K06475.01,4.84505985,1.54,723.0,0.9983333333333334,CONFIRMED
K00928.01,2.494170338,2.42,1194.0,0.9983333333333334,CONFIRMED
K03448.01,32.510844,2.62,680.0,0.9983333333333334,CONFIRMED
K05854.01,240.57135,2.93,302.0,0.9983333333333334,CONFIRMED
K03396.01,36.2580749,1.82,516.0,0.9983333333333334,CONFIRMED
K03341.01,27.0965146,2.13,700.0,0.9983333333333334,CONFIRMED
K03401.01,17.9559673,1.96,750.0,0.9983333333333334,CONFIRMED
K01750.02,2.53742164,0.93,1220.0,0.9983333333333334,CONFIRMED
K03374.02,34.1086562,1.95,739.0,0.9983333333333334,CONFIRMED
K03936.01,141.608555,2.98,290.0,0.9983333333333334,CONFIRMED
K03340.02,13.7281373,1.06,800.0,0.9983333333333334,CONFIRMED
K03371.01,58.1263775,1.32,404.0,0.9983333333333334,CONFIRMED
K02135.02,20.1890396,1.39,794.0,0.9973701342407878,CONFIRMED
K02264.02,7.25101997,0.91,807.0,0.9956521739130434,CONFIRMED
K03007.01,11.1916199,1.47,782.0,0.9956521739130434,CONFIRMED
K02357.01,2.42088277,2.27,1616.0,0.9955555555555555,CONFIRMED
K02009.01,86.7490807,2.23,398.0,0.9952049566703483,CONFIRMED
K04245.01,24.6683831,1.76,788.0,0.993888888888889,CONFIRMED
K01527.01,192.667139,3.64,283.0,0.993888888888889,CONFIRMED
K03460.01,62.596544,2.25,559.0,0.993888888888889,CONFIRMED
K00319.01,46.15119482,10.02,703.0,0.993888888888889,CONFIRMED
K02531.01,17.6997392,1.96,523.0,0.993888888888889,CONFIRMED
K04235.01,66.6434565,2.99,476.0,0.993888888888889,CONFIRMED
K02294.01,131.485184,3.03,400.0,0.993888888888889,CONFIRMED
K02373.01,147.281212,2.28,353.0,0.993888888888889,CONFIRMED
K04431.01,19.5650801,0.97,791.0,0.993888888888889,CONFIRMED
K03043.01,3.08942807,1.07,1361.0,0.993888888888889,CONFIRMED
K00211.01,124.03589939,11.13,413.0,0.993888888888889,CONFIRMED
K02357.02,15.9042402,3.79,863.0,0.993888888888889,CONFIRMED
K02641.01,3.55557922,0.84,1270.0,0.993888888888889,CONFIRMED
K00415.01,166.7876551,7.03,334.0,0.993888888888889,CONFIRMED
K00522.01,12.82993461,3.31,734.0,0.993888888888889,CONFIRMED
K06246.01,9.13315062,1.48,900.0,0.993888888888889,CONFIRMED
K02186.01,14.97974335,3.79,620.0,0.993888888888889,CONFIRMED
K02516.01,2.81043228,1.43,1701.0,0.992450980392157,CONFIRMED
K04377.01,19.8751355,2.49,1061.0,0.992450980392157,CONFIRMED
K03123.01,15.2311195,1.94,800.0,0.992450980392157,CONFIRMED
K01537.01,10.19154678,1.39,1144.0,0.992450980392157,CONFIRMED
K03469.01,60.532988,1.91,420.0,0.992450980392157,CONFIRMED
K02572.01,6.37705295,2.15,935.0,0.992450980392157,CONFIRMED
K03117.01,6.06664931,0.87,915.0,0.992450980392157,CONFIRMED
K03037.01,5.4654174,1.23,927.0,0.992450980392157,CONFIRMED
K02158.02,6.68231249,2.09,1350.0,0.992450980392157,CONFIRMED
K04570.01,35.0175053,2.13,617.0,0.992450980392157,CONFIRMED
K02915.01,5.06092282,0.98,998.0,0.992450980392157,CONFIRMED
K02450.02,7.1931193,1.12,916.0,0.992450980392157,CONFIRMED
K03444.01,12.67143692,0.76,404.0,0.992450980392157,CONFIRMED
K03128.01,21.2360024,2.62,1048.0,0.992450980392157,CONFIRMED
K01708.01,32.7737631,5.0,686.0,0.9912077294685989,CONFIRMED
K02243.03,31.4452709,4.55,721.0,0.9911904761904762,CONFIRMED
K00430.02,9.340538,0.84,530.0,0.9909272673350451,CONFIRMED
K00896.03,28.8672107,1.51,493.0,0.9897698209718669,CONFIRMED
K00141.01,2.624234833,5.11,1164.0,0.9897698209718669,CONFIRMED
K02571.01,0.82628442,0.96,1629.0,0.9880065359477126,CONFIRMED
K04208.01,3.05772668,1.23,878.0,0.9880065359477126,CONFIRMED
K03111.02,4.32848303,0.66,1199.0,0.9880065359477126,CONFIRMED
K00191.03,0.708621057,1.2,1846.0,0.9880065359477126,CONFIRMED
K03020.01,10.9192653,1.9,1107.0,0.9880065359477126,CONFIRMED
K03086.01,174.731515,3.0,287.0,0.9880065359477126,CONFIRMED
K02400.01,11.6191707,2.21,756.0,0.9880065359477126,CONFIRMED
K02401.01,38.2292037,1.51,359.0,0.9880065359477126,CONFIRMED
K01431.01,345.1589354,7.79,241.0,0.9880065359477126,CONFIRMED
K01357.01,3.014330766,2.87,1124.0,0.9880065359477126,CONFIRMED
K02691.01,97.4463194,3.05,283.0,0.9880065359477126,CONFIRMED
K01884.02,4.77502117,1.73,926.0,0.9880065359477126,CONFIRMED
K02853.01,1.407020118,1.12,1350.0,0.9880065359477126,CONFIRMED
K01397.01,6.247030799,1.89,512.0,0.9880065359477126,CONFIRMED
K03823.01,202.1168173,5.8,286.0,0.9880065359477126,CONFIRMED
K00641.01,14.85185526,2.73,457.0,0.9869047619047618,CONFIRMED
K06132.03,11.867172,4.03,1058.0,0.9867460317460317,CONFIRMED
K02855.01,1.400755743,1.3,1628.0,0.9867460317460317,CONFIRMED
K04288.02,9.08745206,0.73,980.0,0.9867460317460317,CONFIRMED
K01963.01,12.89623554,2.55,783.0,0.9867460317460317,CONFIRMED
K01411.01,305.0762469,7.82,284.0,0.9853253765274225,CONFIRMED
K01169.01,0.689210173,1.32,1943.0,0.9853253765274225,CONFIRMED
K04032.05,7.23524221,0.82,948.0,0.9853253765274225,CONFIRMED
K03184.03,4.02018903,0.6,1337.0,0.9853253765274225,CONFIRMED
K02949.01,10.1747037,1.04,985.0,0.9853253765274225,CONFIRMED
K07587.01,366.088938,2.57,257.0,0.9853099882425201,CONFIRMED
K01843.02,6.35585682,0.86,503.0,0.9853081232492997,CONFIRMED
K05155.01,230.180357,7.57,347.0,0.9826269638290099,CONFIRMED
K02480.01,0.66682654,1.49,1183.0,0.9820862862672403,CONFIRMED
K02899.01,5.77207177,1.54,915.0,0.9810224089635854,CONFIRMED
K04145.01,3.25424652,0.96,1220.0,0.9810224089635854,CONFIRMED
K01788.02,369.069345,3.07,197.0,0.9810224089635854,CONFIRMED
K04287.01,13.12297275,1.29,1030.0,0.9810224089635854,CONFIRMED
K04509.01,12.003678,0.97,503.0,0.9808636788048553,CONFIRMED
K02759.01,1.07808492,1.01,1417.0,0.9808636788048553,CONFIRMED
K00525.01,11.53029332,3.98,873.0,0.9808636788048553,CONFIRMED
K02421.01,2.27050106,0.55,903.0,0.9808636788048553,CONFIRMED
K03083.01,10.18318233,0.79,867.0,0.9808636788048553,CONFIRMED
K03878.02,15.3573445,1.42,729.0,0.9808636788048553,CONFIRMED
K02512.01,15.92108138,3.14,645.0,0.9797619047619047,CONFIRMED
K02610.01,24.1073172,2.74,1065.0,0.9781825193845656,CONFIRMED
K00626.02,8.0292018,0.99,1040.0,0.9781825193845656,CONFIRMED
K00605.02,5.06546874,0.62,592.0,0.9781825193845656,CONFIRMED
K01630.01,11.30507984,1.4,744.0,0.9781825193845656,CONFIRMED
K04149.02,14.708641,1.82,862.0,0.9781825193845656,CONFIRMED
K03329.01,12.6878176,2.16,851.0,0.9781825193845656,CONFIRMED
K03196.02,6.88297756,0.77,1141.0,0.9781825193845656,CONFIRMED
K03339.01,23.1334494,2.55,638.0,0.9772222222222222,CONFIRMED
K03196.01,4.96061094,0.59,1272.0,0.9770807453416148,CONFIRMED
K02926.05,75.731195,3.47,237.0,0.9770807453416148,CONFIRMED
K03455.01,14.0545718,1.45,711.0,0.9745410628019323,CONFIRMED
K05597.01,7.77710639,0.73,773.0,0.9745410628019323,CONFIRMED
K04060.01,225.26213,2.36,329.0,0.9745410628019323,CONFIRMED
K01242.01,99.6442783,8.48,415.0,0.9745410628019323,CONFIRMED
K02992.01,82.6595174,2.03,233.0,0.9738795518207283,CONFIRMED
K03444.02,60.32668824,4.98,240.0,0.9738795518207283,CONFIRMED
K03034.01,31.0209175,1.66,291.0,0.9738795518207283,CONFIRMED
K06188.01,1.645319649,2.46,1296.0,0.9736426039418584,CONFIRMED
K04341.01,10.778313,1.25,1067.0,0.9711983924004384,CONFIRMED
K01622.01,69.8347983,3.51,765.0,0.9711983924004384,CONFIRMED
K03355.01,16.2953228,1.6,773.0,0.9711983924004384,CONFIRMED
K06178.01,13.0327301,1.64,809.0,0.9711983924004384,CONFIRMED
K02935.01,27.8813154,1.54,681.0,0.9711983924004384,CONFIRMED
K04037.01,215.956008,3.36,361.0,0.9711983924004384,CONFIRMED
K04242.01,145.786556,1.82,331.0,0.9702380952380952,CONFIRMED
K03444.03,2.63595435,0.5,682.0,0.9700793650793651,CONFIRMED
K04021.02,4.93211932,1.02,1372.0,0.9700793650793651,CONFIRMED
K01246.01,19.03723442,5.74,1051.0,0.9700793650793651,CONFIRMED
K00734.02,70.2780911,2.54,434.0,0.9700793650793651,CONFIRMED
K03111.01,10.76800074,0.92,885.0,0.9698888888888888,CONFIRMED
K03283.02,20.5718107,1.34,498.0,0.9698888888888888,CONFIRMED
K04442.01,13.9482197,2.53,1063.0,0.9698888888888888,CONFIRMED
K03909.01,247.891041,4.74,367.0,0.9691144274081946,CONFIRMED
K02433.04,27.9040511,2.19,677.0,0.9675569358178052,CONFIRMED
K03041.01,5.08288076,1.15,1183.0,0.9672077294685991,CONFIRMED
K04367.01,170.995748,4.9,463.0,0.963095238095238,CONFIRMED
K02828.02,505.462916,3.46,181.0,0.963095238095238,CONFIRMED
K01399.01,8.75059775,2.27,682.0,0.9629047619047618,CONFIRMED
K03209.02,6.77067637,1.9,1499.0,0.9604140786749482,CONFIRMED
K03068.01,3.91679553,0.85,851.0,0.9604140786749482,CONFIRMED
K03069.01,43.1024434,1.88,539.0,0.9604140786749482,CONFIRMED
K00379.02,23.1375919,1.83,837.0,0.9604140786749482,CONFIRMED
K00902.01,83.92494032,4.78,226.0,0.9604140786749482,CONFIRMED
K06464.03,541.742985,3.39,248.0,0.9604140786749482,CONFIRMED
K05692.01,2.64181261,0.59,834.0,0.9604140786749482,CONFIRMED
K02404.01,2.10081629,1.65,1378.0,0.9602236024844719,CONFIRMED
K04480.01,58.7488629,1.75,425.0,0.9602236024844719,CONFIRMED
K04374.01,3.70386741,0.86,1012.0,0.9600648723257418,CONFIRMED
K01053.02,46.245164,2.46,519.0,0.9595773451126464,CONFIRMED
K03341.02,11.5474983,1.48,930.0,0.9588888888888889,CONFIRMED
K03337.01,11.16622885,1.56,725.0,0.9581133385863498,CONFIRMED
K03072.01,24.3367026,1.95,526.0,0.9572120941979574,CONFIRMED
K02592.01,175.603366,2.87,348.0,0.9530807453416148,CONFIRMED
K02677.01,237.787237,9.91,354.0,0.9530807453416148,CONFIRMED
K04307.01,160.850075,3.41,413.0,0.9530807453416148,CONFIRMED
K01602.02,3.03359398,1.55,1529.0,0.9530807453416148,CONFIRMED
K02029.04,4.78850084,0.63,889.0,0.9530807453416148,CONFIRMED
K03420.02,12.5014905,2.24,952.0,0.9517460317460318,CONFIRMED
K01404.02,18.9060921,0.87,336.0,0.9517460317460318,CONFIRMED
K01118.01,7.37290344,2.67,1004.0,0.9510420504514976,CONFIRMED
K02984.01,11.45541896,1.12,975.0,0.9480065359477123,CONFIRMED
K04123.01,44.6226725,1.73,613.0,0.9472749982599817,CONFIRMED
K04421.01,4.72693131,0.61,1203.0,0.9445714285714285,CONFIRMED
K00466.01,9.391039263,11.73,1068.0,0.9444126984126985,CONFIRMED
K00924.01,39.4759093,4.06,577.0,0.9442236024844721,CONFIRMED
K05651.01,83.499618,1.72,343.0,0.9418742999462951,CONFIRMED
K01393.01,1.694740233,2.12,797.0,0.9408058608058607,CONFIRMED
K00064.01,1.951082219,10.35,2005.0,0.9407811121600979,CONFIRMED
K02840.01,3.67936863,0.92,1112.0,0.9382869909843938,CONFIRMED
K01839.02,80.4103783,4.93,535.0,0.9374285714285714,CONFIRMED
K01733.01,19.18109525,1.72,513.0,0.9374285714285714,CONFIRMED
K00212.01,5.69590202,6.61,1043.0,0.9374285714285714,CONFIRMED
K07375.01,4.84847245,1.51,667.0,0.9343852055872517,CONFIRMED
K01906.01,8.710442022,3.61,760.0,0.9343852055872517,CONFIRMED
K04464.01,4.373570433,1.23,727.0,0.9340332607405614,CONFIRMED
K02696.01,96.4562198,9.1,727.0,0.9336993807437703,CONFIRMED
K05552.01,295.958914,2.1,265.0,0.9302380952380952,CONFIRMED
K03495.01,17.6062701,1.72,753.0,0.9296732026143791,CONFIRMED
K02519.01,4.790912471,2.25,717.0,0.9272077294685991,CONFIRMED
K03416.01,11.8237228,1.25,703.0,0.9272077294685991,CONFIRMED
K02968.01,10.16435076,1.99,1389.0,0.9267315389924086,CONFIRMED
K03384.01,10.54841329,3.89,899.0,0.9226890756302522,CONFIRMED
K03481.01,32.715906,3.68,902.0,0.9225264107872804,CONFIRMED
K02298.01,16.6671415,0.7,469.0,0.9204538200385188,CONFIRMED
K00531.01,3.687469832,5.78,690.0,0.9202236024844719,CONFIRMED
K04700.01,3.83488354,1.2,1003.0,0.920064872325742,CONFIRMED
K01477.01,169.4976085,9.06,272.0,0.9197474120082815,CONFIRMED
K00416.03,9.74765878,0.78,679.0,0.9188888888888889,CONFIRMED
K03397.01,35.8754482,2.35,668.0,0.9182234432234433,CONFIRMED
K04497.01,6.83006228,1.09,882.0,0.9181423918471223,CONFIRMED
K01194.02,14.8623076,1.57,454.0,0.916841518616096,CONFIRMED
K00332.02,6.86674226,0.79,1018.0,0.9155422838031534,CONFIRMED
K02232.02,12.834857,1.73,755.0,0.911904761904762,CONFIRMED
K01458.01,8.98128472,7.19,898.0,0.911904761904762,CONFIRMED
K06299.01,0.947554749,0.67,1633.0,0.9114285714285714,CONFIRMED
K04630.01,44.6966177,2.46,637.0,0.9104636591478696,CONFIRMED
K02449.01,53.3580444,3.41,474.0,0.9091247013855709,CONFIRMED
K00683.01,278.1243979,5.86,286.0,0.9077824997275797,CONFIRMED
K04287.02,9.6183111,0.85,1142.0,0.9074536172346802,CONFIRMED
K04530.01,12.6362048,1.1,774.0,0.9045714285714286,CONFIRMED
K02226.01,8.46354384,2.51,805.0,0.9045714285714286,CONFIRMED
K02037.02,5.47715718,2.17,892.0,0.9043534726143421,CONFIRMED
K02037.03,8.56267266,2.26,768.0,0.9043534726143421,CONFIRMED
K02639.01,25.1123362,2.22,691.0,0.904214557756687,CONFIRMED
K00901.01,12.732624065,4.87,432.0,0.904095238095238,CONFIRMED
K04257.01,41.6757509,2.1,690.0,0.9036359795810596,CONFIRMED
K04346.01,6.39269778,1.21,890.0,0.9012077294685991,CONFIRMED
K01420.01,13.35151248,4.44,585.0,0.9001391941391941,CONFIRMED
K04586.01,75.2116373,2.83,516.0,0.8969047619047619,CONFIRMED
K05333.01,20.5477769,1.67,690.0,0.8945410628019325,CONFIRMED
K04274.01,1.97507424,1.08,1477.0,0.8942236024844721,CONFIRMED
K02295.01,16.2908527,0.52,622.0,0.8925599995010313,CONFIRMED
K03462.01,12.4326997,1.88,839.0,0.891813935546591,CONFIRMED
K05632.01,264.466625,2.61,346.0,0.8915920235371037,CONFIRMED
K02189.01,33.35859852,4.44,459.0,0.8899598269590012,CONFIRMED
K03801.01,288.3128666,13.21,300.0,0.8882954287304858,CONFIRMED
K03377.01,10.0100312,0.99,506.0,0.8868902691511387,CONFIRMED
K02486.01,4.267961416,1.42,1371.0,0.8857572323488851,CONFIRMED
K04120.01,110.461746,1.93,420.0,0.8857096705959272,CONFIRMED
K07435.01,1.36752316,0.82,1684.0,0.8856547359488743,CONFIRMED
K05855.01,217.792748,6.15,334.0,0.8853996983408748,CONFIRMED
K02607.01,0.754457729,2.07,2131.0,0.8827248139108429,CONFIRMED
K02380.01,6.35705314,1.59,990.0,0.8814945427131576,CONFIRMED
K03203.01,96.81647,3.19,655.0,0.8797989780432743,CONFIRMED
K04302.01,5.53312006,1.05,1303.0,0.8769958718933785,CONFIRMED
K04129.01,2.31482311,0.69,1237.0,0.874925356870437,CONFIRMED
K02859.05,5.43103616,0.66,873.0,0.8745761505212306,CONFIRMED
K03073.01,7.40985182,1.18,818.0,0.8742236024844721,CONFIRMED
K04691.01,3.3879165,1.09,1336.0,0.8738743961352657,CONFIRMED
K04022.01,4.85819429,2.04,1685.0,0.8735688945135701,CONFIRMED
K03114.01,7.49133777,1.01,1291.0,0.8730807453416147,CONFIRMED
K02174.01,6.69332825,2.44,609.0,0.8724489868378921,CONFIRMED
K03050.01,1.242639742,1.02,1487.0,0.8712380952380953,CONFIRMED
K03991.01,1.570592397,1.37,1480.0,0.8708949393190247,CONFIRMED
K00686.01,52.513548727,12.43,472.0,0.8685455032851565,CONFIRMED
K04772.01,3.38080537,1.69,1362.0,0.8683135968916689,CONFIRMED
K03395.01,10.00506974,1.11,849.0,0.8668742368742368,CONFIRMED
K04602.01,2.85855049,1.23,1212.0,0.8653256193297307,CONFIRMED
K06707.01,43.535891,1.86,444.0,0.865319574154276,CONFIRMED
K01964.01,2.229326354,0.6,1273.0,0.8651262255202115,CONFIRMED
K04557.01,5.75651958,0.83,1089.0,0.8645714285714285,CONFIRMED
K04152.01,64.1862264,8.0,839.0,0.8630788176697539,CONFIRMED
K02770.01,205.385912,2.11,200.0,0.8630769230769232,CONFIRMED
K04467.01,2.94242323,1.42,1098.0,0.8629107048557849,CONFIRMED
K06164.01,29.5126153,1.84,678.0,0.8617711714635796,CONFIRMED
K04551.01,14.7179342,1.25,784.0,0.8567471918785614,CONFIRMED
K04460.01,284.727213,2.02,278.0,0.8561423754608969,CONFIRMED
K05874.01,287.33114,2.07,266.0,0.8554365883167903,CONFIRMED
K04829.01,7.630545,2.26,1087.0,0.8537192549396971,CONFIRMED
K06179.01,16.2957847,2.13,744.0,0.8535569358178055,CONFIRMED
K04391.01,49.4746966,1.62,498.0,0.8535569358178055,CONFIRMED
K00283.03,9.48814747,0.73,856.0,0.8519398496240601,CONFIRMED
K04524.02,4.52628739,1.02,1089.0,0.8490426290040848,CONFIRMED
K01627.03,3.80675878,2.75,1574.0,0.8439524494417997,CONFIRMED
K01574.03,5.83393857,1.98,1285.0,0.8384804567413264,CONFIRMED
K03051.01,11.682369,1.45,802.0,0.8363844037641643,CONFIRMED
K04136.02,4.03357434,1.23,1270.0,0.8360697197539302,CONFIRMED
K02637.01,3.98864999,1.15,1233.0,0.8360697197539302,CONFIRMED
K05327.01,5.43361347,2.09,548.0,0.836,CONFIRMED
K02209.02,35.502865,2.18,724.0,0.8354890058617694,CONFIRMED
K04548.01,61.083322,1.61,465.0,0.8336996336996337,CONFIRMED
K04427.01,147.661729,1.59,176.0,0.8300535619986421,CONFIRMED
K01466.01,281.5628889,10.83,214.0,0.8300535619986421,CONFIRMED
K02603.01,73.711039,1.77,563.0,0.8300535619986421,CONFIRMED
K07345.01,377.501257,2.16,242.0,0.8299421966242665,CONFIRMED
K03029.02,6.34724702,1.35,919.0,0.8280664939879813,CONFIRMED
K02206.01,1.834277283,1.64,1459.0,0.8275402858011555,CONFIRMED
K04209.01,9.9092109,2.35,693.0,0.8260975180425982,CONFIRMED
K00607.01,5.89399142,11.16,940.0,0.8255616366665433,CONFIRMED
K04759.01,17.7662938,1.54,670.0,0.8248888888888889,CONFIRMED
K05663.01,140.884533,1.52,392.0,0.818864750809831,CONFIRMED
K04296.01,2.49385348,0.59,1251.0,0.8181629964238659,CONFIRMED
K01784.01,5.007414194,8.8,1114.0,0.8175395067553355,CONFIRMED
K06093.02,27.2497521,4.49,1090.0,0.8169047619047619,CONFIRMED
K04399.01,42.1003351,1.42,466.0,0.816018474279344,CONFIRMED
K01758.01,5.59728249,3.28,930.0,0.8157820440429135,CONFIRMED
K02081.01,6.2141496,4.27,1506.0,0.814908706853787,CONFIRMED
K03343.01,83.2664103,2.89,439.0,0.814908706853787,CONFIRMED
K02862.01,24.5752524,1.64,316.0,0.814908706853787,CONFIRMED
K01268.01,268.9410974,13.57,321.0,0.8144013880855987,CONFIRMED
K03486.01,19.0689513,1.63,627.0,0.8137206228307037,CONFIRMED
K04657.01,7.57600886,0.54,778.0,0.8132837167232715,CONFIRMED
K01239.02,3.17405898,2.09,1348.0,0.811888111888112,CONFIRMED
K04957.02,4.98792404,0.73,485.0,0.8109463093224445,NEEDS REVIEW (ambiguous)
K01582.01,186.4361811,11.32,353.0,0.8104453441295547,NEEDS REVIEW (ambiguous)
K01359.02,104.8205868,6.45,376.0,0.8104453441295547,NEEDS REVIEW (ambiguous)
K03398.03,4.32710579,3.58,2004.0,0.8100904703602542,NEEDS REVIEW (ambiguous)
K00974.01,53.5057611,2.52,675.0,0.8050390898502394,NEEDS REVIEW (ambiguous)
K04505.01,18.0071438,1.05,799.0,0.8032222222222222,NEEDS REVIEW (ambiguous)
K00353.03,11.1619384,1.97,1093.0,0.8032125768967875,NEEDS REVIEW (ambiguous)
K04136.01,2.41750021,1.19,1507.0,0.7992565329407435,NEEDS REVIEW (ambiguous)
K04398.01,7.3422467,1.6,837.0,0.7992565329407435,NEEDS REVIEW (ambiguous)
K01962.01,32.85862571,2.31,691.0,0.7969398496240602,NEEDS REVIEW (ambiguous)
K06093.01,20.5736113,3.86,1197.0,0.7936315844655188,NEEDS REVIEW (ambiguous)
K02370.01,78.7327023,7.76,761.0,0.7930387167012102,NEEDS REVIEW (ambiguous)
K04323.01,11.49589567,1.59,1057.0,0.7929838056680162,NEEDS REVIEW (ambiguous)
K03309.01,71.05457555,5.91,390.0,0.7920624303232999,NEEDS REVIEW (ambiguous)
K03389.01,29.7681831,3.98,917.0,0.7917101096255477,NEEDS REVIEW (ambiguous)
K05236.01,550.86514,2.06,238.0,0.7891774891774892,NEEDS REVIEW (ambiguous)
K02093.02,2.508116,12.28,3662.0,0.7877215902456374,NEEDS REVIEW (ambiguous)
K02807.01,3.375716723,2.34,1472.0,0.7856872616323417,NEEDS REVIEW (ambiguous)
K04524.03,3.33930957,1.2,1205.0,0.7856837606837608,NEEDS REVIEW (ambiguous)
K02971.02,31.9533679,1.65,725.0,0.7852214452214452,NEEDS REVIEW (ambiguous)
K02064.01,6.31219171,2.17,1096.0,0.781182093497929,NEEDS REVIEW (ambiguous)
K00238.03,362.97828,1.96,296.0,0.7810224089635855,NEEDS REVIEW (ambiguous)
K03462.02,30.9902997,2.21,619.0,0.7789487179487179,NEEDS REVIEW (ambiguous)
K02590.02,22.7909233,1.38,862.0,0.7786996336996338,NEEDS REVIEW (ambiguous)
K04466.01,154.674369,2.29,371.0,0.7773870470067517,NEEDS REVIEW (ambiguous)
K01362.01,20.51360192,2.58,540.0,0.7771425825715699,NEEDS REVIEW (ambiguous)
K03470.01,15.0617835,1.61,794.0,0.7761364154954686,NEEDS REVIEW (ambiguous)
K03271.02,7.41834569,1.12,800.0,0.7758441558441559,NEEDS REVIEW (ambiguous)
K03312.01,18.0939004,1.91,665.0,0.7736996336996336,NEEDS REVIEW (ambiguous)
K05748.01,29.9371143,1.19,501.0,0.7736996336996336,NEEDS REVIEW (ambiguous)
K04810.01,115.238544,3.17,372.0,0.7721221115058032,NEEDS REVIEW (ambiguous)
K03165.01,4.11754421,1.02,1581.0,0.7720329670329671,NEEDS REVIEW (ambiguous)
K00151.01,13.4471791,5.24,848.0,0.771888111888112,NEEDS REVIEW (ambiguous)
K05098.01,100.345648,1.57,325.0,0.771888111888112,NEEDS REVIEW (ambiguous)
K03451.01,10.90752977,1.58,955.0,0.769946328937284,NEEDS REVIEW (ambiguous)
