kepoi_name,koi_period,koi_prad,koi_teq,p_planet_calibrated,conformal_verdict
K00337.02,154.607419,1.56,340.0,0.09589932978274825,FALSE POSITIVE
K07088.01,2.68814059,0.92,1135.0,0.09431365333632322,FALSE POSITIVE
K07749.01,133.6348207,1.89,317.0,0.09333456310908535,FALSE POSITIVE
K04859.01,7.5019743,1.19,709.0,0.0929567328971066,FALSE POSITIVE
K00416.04,31.5322987,0.74,461.0,0.09241746503708612,FALSE POSITIVE
K02188.02,6.7445683,0.86,983.0,0.09198098107065633,FALSE POSITIVE
K05274.01,55.7583803,1.59,537.0,0.09191292808656153,FALSE POSITIVE
K05279.01,103.722152,1.95,414.0,0.09191292808656153,FALSE POSITIVE
K05901.01,61.611129,1.29,597.0,0.09191292808656153,FALSE POSITIVE
K07762.01,8.5073512,1.38,891.0,0.09191292808656153,FALSE POSITIVE
K07859.01,0.306702491,0.93,2318.0,0.09191292808656153,FALSE POSITIVE
K00600.02,294.055263,2.8,288.0,0.09179251210407659,FALSE POSITIVE
K04504.02,8.119343,1.5,794.0,0.09179251210407659,FALSE POSITIVE
K05287.01,3.98916186,28.1,3293.0,0.09003831417624521,FALSE POSITIVE
K06409.01,19.9310602,2.42,960.0,0.09003831417624521,FALSE POSITIVE
K06913.02,1.75173647,3.86,4900.0,0.08992880110243454,FALSE POSITIVE
K04577.01,105.997107,1.83,373.0,0.08918092331034441,FALSE POSITIVE
K07630.01,16.2982201,0.78,388.0,0.08888888888888888,FALSE POSITIVE
K07445.01,6.933574,1.3,829.0,0.08888888888888888,FALSE POSITIVE
K08043.01,10.7781558,1.24,942.0,0.08888888888888888,FALSE POSITIVE
K07729.01,50.563697,1.57,761.0,0.08888888888888888,FALSE POSITIVE
K04852.01,1.89873195,0.93,1524.0,0.08888888888888888,FALSE POSITIVE
K06786.01,455.62395,3.0,228.0,0.08888888888888888,FALSE POSITIVE
K04846.02,32.526674,1.26,525.0,0.08809523809523809,FALSE POSITIVE
K05297.01,8.0906952,0.8,811.0,0.08809523809523809,FALSE POSITIVE
K00993.03,86.723653,1.43,391.0,0.08809523809523809,FALSE POSITIVE
K06209.02,7.72966941,2.1,927.0,0.08715612859735478,FALSE POSITIVE
K07796.01,3.52364689,0.94,1330.0,0.08661103996923855,FALSE POSITIVE
K05267.01,5.1779065,2.93,1636.0,0.08397642015005359,FALSE POSITIVE
K06178.02,33.814176,1.49,589.0,0.08302635621133868,FALSE POSITIVE
K04896.01,19.5945772,1.18,724.0,0.08210180623973726,FALSE POSITIVE
K01793.01,3.261759866,8.01,1262.0,0.07843981765180594,FALSE POSITIVE
K04700.02,66.47762,1.83,388.0,0.07818915997917339,FALSE POSITIVE
K06601.01,17.9925973,1.62,748.0,0.07698412698412697,FALSE POSITIVE
K03344.03,208.54335,2.84,321.0,0.07698412698412697,FALSE POSITIVE
K08183.01,5.8877038,0.6,1026.0,0.07698412698412697,FALSE POSITIVE
K04674.01,4.84350003,0.9,1121.0,0.07698412698412697,FALSE POSITIVE
K08035.01,29.4856392,1.46,793.0,0.07698412698412697,FALSE POSITIVE
K08052.01,7.8687123,1.73,1323.0,0.07698412698412697,FALSE POSITIVE
K04839.01,21.8420304,2.01,1016.0,0.07698412698412697,FALSE POSITIVE
K08122.01,54.753883835,2.21,521.0,0.07698412698412697,FALSE POSITIVE
K04837.01,5.38613715,0.86,846.0,0.07698412698412697,FALSE POSITIVE
K02914.01,21.1181653,2.89,1110.0,0.07694307608100712,FALSE POSITIVE
K05329.01,200.2350497,10.99,325.0,0.07618874212351226,FALSE POSITIVE
K07232.01,1.96682825,1.18,1283.0,0.07569611585520289,FALSE POSITIVE
K07416.01,37.4646974,0.97,677.0,0.0740147343262988,FALSE POSITIVE
K03770.01,2.60720833,7.31,1561.0,0.0740147343262988,FALSE POSITIVE
K07634.01,80.84069,15.11,500.0,0.07399125689884782,FALSE POSITIVE
K05796.01,495.854189,2.41,230.0,0.07393552688794792,FALSE POSITIVE
K06342.01,8.1770751,0.83,1115.0,0.07381753373835186,FALSE POSITIVE
K02758.01,253.374581,19.25,555.0,0.07381145845194911,FALSE POSITIVE
K06352.01,5.11683678,1.16,1039.0,0.0737865151211628,FALSE POSITIVE
K06532.01,0.813998812,1.36,1933.0,0.07286530903894248,FALSE POSITIVE
K08238.01,495.662346,2.73,207.0,0.07286530903894248,FALSE POSITIVE
K06783.01,11.8496351,1.31,802.0,0.07286530903894248,FALSE POSITIVE
K03913.01,0.582895412,5.87,2347.0,0.07286530903894248,FALSE POSITIVE
K03283.03,87.707513,1.72,310.0,0.07241215995882373,FALSE POSITIVE
K03354.01,11.5706005,1.33,771.0,0.07207165824529169,FALSE POSITIVE
K06293.01,5.88836941,1.21,1125.0,0.07203060734217182,FALSE POSITIVE
K04382.02,3.98167088,0.79,1356.0,0.07203060734217182,FALSE POSITIVE
K00621.01,17.761998411,14.25,538.0,0.07103298774353393,FALSE POSITIVE
K07506.01,11.8436119,1.41,830.0,0.07103298774353392,FALSE POSITIVE
K07252.01,10.2170589,1.17,929.0,0.07103298774353392,FALSE POSITIVE
K07404.01,1.817079849,1.39,1454.0,0.07099069512862616,FALSE POSITIVE
K01957.01,1.38680229,29.33,2530.0,0.07099069512862616,FALSE POSITIVE
K07361.01,0.92623983,1.16,1208.0,0.0708811820548155,FALSE POSITIVE
K07169.01,10.5113779,0.72,1052.0,0.07084075381994075,FALSE POSITIVE
K04582.01,4.22426989,0.35,1069.0,0.07019704433497535,FALSE POSITIVE
K03411.01,26.83771808,12.68,658.0,0.06972585661159407,FALSE POSITIVE
K01193.01,119.0624882,10.4,366.0,0.06933999141683173,FALSE POSITIVE
K05117.01,33.3726538,1.95,491.0,0.06908932914819915,FALSE POSITIVE
K06617.01,8.0018897,0.9,864.0,0.067773452214333,FALSE POSITIVE
K06353.01,10.0714369,1.98,1362.0,0.06607822638979086,FALSE POSITIVE
K05736.01,161.651504,2.22,377.0,0.06572739606354593,FALSE POSITIVE
K07712.01,4.8302364,1.06,1453.0,0.06402680527959102,FALSE POSITIVE
K07903.01,0.694611128,0.64,1415.0,0.06388888888888888,FALSE POSITIVE
K05169.01,21.3684341,1.72,551.0,0.06311714807430034,FALSE POSITIVE
K07023.01,2.71772323,0.72,1123.0,0.06096054713418057,FALSE POSITIVE
K07144.01,0.839907158,0.92,1640.0,0.06091949623106071,FALSE POSITIVE
K04389.01,16.3368863,1.27,642.0,0.06091949623106071,FALSE POSITIVE
K07208.01,3.57944367,0.87,1018.0,0.06091949623106071,FALSE POSITIVE
K02882.01,75.8580035,2.72,281.0,0.06091949623106071,FALSE POSITIVE
K05863.01,8.67237968,0.87,825.0,0.05977007094370438,FALSE POSITIVE
K06142.02,111.65546,2121.0,579.0,0.059085933223864254,FALSE POSITIVE
K05964.01,32.033211,0.85,591.0,0.05897642015005359,FALSE POSITIVE
K04269.02,4.4408541,1.74,1642.0,0.05789545703338807,FALSE POSITIVE
K04906.01,4.8608059,1.21,925.0,0.056993977969606834,FALSE POSITIVE
K02695.01,2.50343279,20.23,1147.0,0.05619864237227581,FALSE POSITIVE
K05249.01,19.4534296,1.25,744.0,0.05610418664109938,FALSE POSITIVE
K04496.01,96.384483,2.41,400.0,0.05610418664109938,FALSE POSITIVE
K01616.02,34.775371,0.67,582.0,0.05496711527867974,FALSE POSITIVE
K08050.01,278.38935,6.81,464.0,0.05496711527867974,FALSE POSITIVE
K08007.01,67.176626864,9.66,179.0,0.05496711527867974,FALSE POSITIVE
K02261.02,6.6254781,0.9,828.0,0.05496711527867974,FALSE POSITIVE
K04792.01,5.75902182,0.91,1112.0,0.05496711527867974,FALSE POSITIVE
K07426.01,6.96197304,0.97,778.0,0.05496711527867974,FALSE POSITIVE
K08039.01,43.9438891,1.12,505.0,0.054913710450623196,FALSE POSITIVE
K05088.01,49.1782244,1.79,468.0,0.054913710450623196,FALSE POSITIVE
K04749.01,1.97650073,0.97,1394.0,0.0546496294244717,FALSE POSITIVE
K04587.01,6.36283414,1.12,956.0,0.05417346448502895,FALSE POSITIVE
K02086.04,335.56311,1.83,333.0,0.05417346448502895,FALSE POSITIVE
K06242.03,78.86684,1.3,573.0,0.05417346448502895,FALSE POSITIVE
K04864.01,5.66494448,0.78,1134.0,0.05379258459258587,FALSE POSITIVE
K04890.01,63.095068,11.67,573.0,0.0531347939832712,FALSE POSITIVE
K06168.02,75.072964,1.09,522.0,0.052982988294552766,FALSE POSITIVE
K07662.01,4.72519164,3.98,2250.0,0.052982988294552766,FALSE POSITIVE
K07430.01,1.320499473,18.94,4477.0,0.052982988294552766,FALSE POSITIVE
K06635.01,0.52740121,1.49,1027.0,0.052982988294552766,FALSE POSITIVE
K02604.01,14.43348326,16.25,558.0,0.052982988294552766,FALSE POSITIVE
K07621.01,275.07365,1.86,303.0,0.052982988294552766,FALSE POSITIVE
K08276.01,385.858683,3.23,300.0,0.052982988294552766,FALSE POSITIVE
K07774.01,6.32589574,1.14,901.0,0.05198536869591488,FALSE POSITIVE
K04353.01,17.8075656,3.92,742.0,0.05198536869591488,FALSE POSITIVE
K07093.01,97.991569,1.41,467.0,0.05162890304660352,FALSE POSITIVE
K04419.01,0.259819659,1.22,1559.0,0.050110754785598566,FALSE POSITIVE
K01560.01,31.56904354,11.18,575.0,0.047865309038942476,FALSE POSITIVE
K07432.01,13.1538409,1.03,750.0,0.04646998500037147,FALSE POSITIVE
K07449.01,1.322475635,14.03,1097.0,0.046414875044641604,FALSE POSITIVE
K04771.01,142.703888,1.95,440.0,0.045990695128626156,FALSE POSITIVE
K03741.02,18.577903,1.36,879.0,0.04545769224896199,FALSE POSITIVE
K06890.01,2.15888911,0.72,1130.0,0.04517765248505552,FALSE POSITIVE
K04797.01,9.97202023,1.26,627.0,0.045132938222676,FALSE POSITIVE
K08082.01,8.2766028,2.48,1623.0,0.04483184065596927,FALSE POSITIVE
K05600.01,17.168095,4.81,603.0,0.04454723290364052,FALSE POSITIVE
K05331.01,31.5034587,1.17,484.0,0.04384347902857267,FALSE POSITIVE
K06689.01,3.37116682,0.98,1291.0,0.04327850545247769,FALSE POSITIVE
K03202.01,92.461135,2.86,564.0,0.04316652122357077,FALSE POSITIVE
K01070.03,92.77779,1.92,410.0,0.04306235337391785,FALSE POSITIVE
K01772.01,120.00336404,15.08,240.0,0.04306235337391785,FALSE POSITIVE
K06245.01,144.102562,1.67,437.0,0.04306235337391785,FALSE POSITIVE
K06245.02,112.317402,1.77,475.0,0.04306235337391785,FALSE POSITIVE
K06097.04,126.505657,1.51,528.0,0.04306235337391785,FALSE POSITIVE
K08026.01,7.7529342,0.93,1002.0,0.04306235337391785,FALSE POSITIVE
K05410.01,24.1527864,0.97,701.0,0.04300894854586129,FALSE POSITIVE
K06097.03,282.34315,2.35,404.0,0.04187187718344165,FALSE POSITIVE
K05518.01,558.21886,3.1,198.0,0.04187187718344165,FALSE POSITIVE
K05375.01,285.374561,5.94,423.0,0.04187187718344165,FALSE POSITIVE
K07195.01,5.89773974,1.0,1150.0,0.04187187718344165,FALSE POSITIVE
K00076.01,77.4794704,10.33,778.0,0.04187187718344165,FALSE POSITIVE
K07990.01,87.487573,1.87,377.0,0.04187187718344165,FALSE POSITIVE
K06925.01,12.9489256,0.94,416.0,0.04187187718344165,FALSE POSITIVE
K02610.02,115.230655,4.02,632.0,0.04187187718344165,FALSE POSITIVE
K07834.01,7.3812344,1.0,944.0,0.04187187718344165,FALSE POSITIVE
K04900.01,6.6716723,1.27,1024.0,0.04187187718344165,FALSE POSITIVE
K06516.01,11.2901559,0.88,617.0,0.04187187718344165,FALSE POSITIVE
K03456.02,486.12702,1.18,249.0,0.04187187718344165,FALSE POSITIVE
K06168.01,131.258668,1.59,433.0,0.04187187718344165,FALSE POSITIVE
K04833.01,4.31724247,1.01,1332.0,0.04187187718344165,FALSE POSITIVE
K07157.01,23.9830523,1.17,718.0,0.04113667635429457,FALSE POSITIVE
K07704.01,5.4398033,1.0,1112.0,0.041078226389790855,FALSE POSITIVE
K07572.01,91.069934,1.59,1103.0,0.041078226389790855,FALSE POSITIVE
K07125.01,7.918267,0.93,953.0,0.04093337919169795,FALSE POSITIVE
K07873.01,1.93188768,0.57,1427.0,0.04008060679115298,FALSE POSITIVE
K06752.01,8.9429645,0.89,536.0,0.04003955588803311,FALSE POSITIVE
K02680.01,14.4079035,23.4,624.0,0.04003955588803311,FALSE POSITIVE
K04834.01,3.74099144,1.85,1733.0,0.04003955588803311,FALSE POSITIVE
K05276.01,220.720142,2.0,235.0,0.03968794791317052,FALSE POSITIVE
K05965.01,43.3975622,1.69,388.0,0.03889013060067679,FALSE POSITIVE
K05288.01,29.5632952,1.9,527.0,0.03889013060067679,FALSE POSITIVE
K06447.02,91.649983,2.27,568.0,0.03889013060067679,FALSE POSITIVE
K06291.01,8.8324193,0.98,999.0,0.03889013060067679,FALSE POSITIVE
K07279.01,11.7728146,0.93,788.0,0.03820599288083667,FALSE POSITIVE
K04581.01,6.0059966,0.73,1130.0,0.03820599288083667,FALSE POSITIVE
K08263.01,280.55544,2.17,308.0,0.038092505305556634,FALSE POSITIVE
K03483.01,82.331756,2.08,474.0,0.0373686625627279,FALSE POSITIVE
K07991.01,11.9451376,3.32,1337.0,0.037015516690360475,FALSE POSITIVE
K07875.01,21.9711574,1.32,649.0,0.034973151283105686,FALSE POSITIVE
K08193.01,367.947848,3.72,228.0,0.034087174935652165,FALSE POSITIVE
K06985.01,10.9279755,0.81,834.0,0.034087174935652165,FALSE POSITIVE
K02386.01,16.2707207,28.42,827.0,0.031117104166068443,FALSE POSITIVE
K08055.01,4.40660737,0.86,1152.0,0.029967115278679752,FALSE POSITIVE
K07835.01,3.76565247,0.87,1108.0,0.029967115278679752,FALSE POSITIVE
K04967.01,43.581043,1.94,558.0,0.029967115278679752,FALSE POSITIVE
K06097.02,88.433122,1.7,595.0,0.029967115278679752,FALSE POSITIVE
K07471.01,5.29655591,1.3,1156.0,0.029967115278679752,FALSE POSITIVE
K03088.02,67.8766605,1.92,455.0,0.029967115278679752,FALSE POSITIVE
K07773.01,2.69339974,1.04,1151.0,0.029967115278679752,FALSE POSITIVE
K06731.01,3.84615171,1.14,1199.0,0.029967115278679752,FALSE POSITIVE
K03207.01,0.954388314,2.27,3406.0,0.029967115278679752,FALSE POSITIVE
K07780.01,5.3360574,1.52,1667.0,0.029967115278679752,FALSE POSITIVE
K01319.02,142.685885,2.76,319.0,0.029967115278679752,FALSE POSITIVE
K02548.01,0.827151296,19.1,5171.0,0.029967115278679752,FALSE POSITIVE
K04907.01,4.04481159,0.67,1325.0,0.029967115278679752,FALSE POSITIVE
K07641.01,3.79437277,1.36,1383.0,0.029967115278679752,FALSE POSITIVE
K07644.01,3.39904814,0.81,1191.0,0.029967115278679752,FALSE POSITIVE
K08077.01,77.177672,1.29,327.0,0.029967115278679752,FALSE POSITIVE
K06631.01,2.56271232,0.48,1171.0,0.029967115278679752,FALSE POSITIVE
K06921.01,6.87778029,1.19,1052.0,0.029967115278679752,FALSE POSITIVE
K06918.01,0.902403563,6.17,1688.0,0.029967115278679752,FALSE POSITIVE
K06368.01,9.4588054,1.78,943.0,0.029967115278679752,FALSE POSITIVE
K07986.01,1.73984941,0.72,1608.0,0.029967115278679752,FALSE POSITIVE
K07894.01,347.97611,1.62,253.0,0.029967115278679752,FALSE POSITIVE
K06274.01,18.1772927,1.5,737.0,0.026985368695914884,FALSE POSITIVE
K04405.01,8.9172863,1.39,931.0,0.026985368695914884,FALSE POSITIVE
K07460.01,5.70509519,1.58,947.0,0.026985368695914884,FALSE POSITIVE
K07259.01,0.721522907,11.04,1475.0,0.026985368695914884,FALSE POSITIVE
K07793.01,1.99469354,0.46,758.0,0.026985368695914884,FALSE POSITIVE
K07437.01,1.9997244,0.84,1385.0,0.026985368695914884,FALSE POSITIVE
K08257.01,9.4609418,0.54,767.0,0.026985368695914884,FALSE POSITIVE
K07099.01,34.0357766,1.05,337.0,0.026985368695914884,FALSE POSITIVE
K08053.01,9.9105786,1.19,922.0,0.026985368695914884,FALSE POSITIVE
K01675.01,14.62399621,21.92,681.0,0.026978563396226906,FALSE POSITIVE
K00858.01,13.61014819,19.02,733.0,0.026395686707251183,FALSE POSITIVE
K06980.01,6.29340543,1.08,1072.0,0.02511075478559857,FALSE POSITIVE
K02068.01,41.88970036,32.16,515.0,0.023413940124486315,FALSE POSITIVE
K07645.01,2.00870696,0.55,1232.0,0.023071088335392363,FALSE POSITIVE
K04750.01,36.721576,1.93,498.0,0.022182413030890257,FALSE POSITIVE
K07924.01,0.770658979,0.68,1548.0,0.022182413030890257,FALSE POSITIVE
K06776.01,28.655498,1.45,658.0,0.022182413030890257,FALSE POSITIVE
K04912.01,0.876850385,1.35,2543.0,0.022182413030890257,FALSE POSITIVE
K07700.01,631.56889,3.13,237.0,0.020991936840414067,FALSE POSITIVE
K06882.01,0.7735301,1.87,2474.0,0.020991936840414067,FALSE POSITIVE
K07833.01,172.820248,2.22,338.0,0.020991936840414067,FALSE POSITIVE
K06600.01,2.70581614,0.69,1356.0,0.020991936840414067,FALSE POSITIVE
K05930.01,302.77571,1.0,106.0,0.020991936840414067,FALSE POSITIVE
K04651.01,1.19260017,0.77,1726.0,0.020991936840414067,FALSE POSITIVE
K07539.01,15.3416245,1.3,605.0,0.020991936840414067,FALSE POSITIVE
K08031.01,254.336707,13.97,586.0,0.020991936840414067,FALSE POSITIVE
K06919.01,8.7998722,1.09,577.0,0.020991936840414067,FALSE POSITIVE
K06605.01,74.371666,2.39,767.0,0.020991936840414067,FALSE POSITIVE
K04938.01,55.180772,2.37,531.0,0.020991936840414067,FALSE POSITIVE
K04730.01,9.07829171,3.69,984.0,0.020991936840414067,FALSE POSITIVE
K05336.01,265.741374,3.24,413.0,0.020991936840414067,FALSE POSITIVE
K06182.02,28.684308,1.35,512.0,0.020991936840414067,FALSE POSITIVE
K07882.01,65.415183,1.31,295.0,0.020991936840414067,FALSE POSITIVE
K06176.01,143.09688,1.48,441.0,0.020991936840414067,FALSE POSITIVE
K06687.01,1.002591901,0.87,1391.0,0.020991936840414067,FALSE POSITIVE
K03142.01,27.9430245,2.21,718.0,0.020991936840414067,FALSE POSITIVE
K04253.01,173.2578372,117.29,376.0,0.020991936840414067,FALSE POSITIVE
K06960.01,4.88698386,1.2,1133.0,0.020254651768152315,FALSE POSITIVE
K04303.01,200.721168,3.32,327.0,0.019615387546814727,FALSE POSITIVE
K00970.01,3.9886021,34.39,3145.0,0.019578411784963688,FALSE POSITIVE
K04655.01,17.543847,1.15,658.0,0.019527689674977155,FALSE POSITIVE
K04007.01,11.4927112,25.01,858.0,0.017420508268985495,FALSE POSITIVE
K01665.02,5.91393977,1.07,1112.0,0.01700243317887004,FALSE POSITIVE
K05834.01,37.537859,1.77,583.0,0.014240037723591042,FALSE POSITIVE
K04844.01,0.428046051,0.87,2017.0,0.014066001341703372,FALSE POSITIVE
K07002.01,4.83014159,1.3,1039.0,0.013444633333438294,FALSE POSITIVE
K01773.01,83.09708021,13.83,329.0,0.012963934513325132,FALSE POSITIVE
K07676.01,5.3694084,0.62,974.0,0.010732748254350537,FALSE POSITIVE
K04793.01,5.2736268,0.89,1014.0,0.010554612291435112,FALSE POSITIVE
K05332.01,22.2381062,1.09,702.0,0.009684212922528097,FALSE POSITIVE
K06194.01,42.294739,140.14,1083.0,0.009087174935652162,FALSE POSITIVE
K08012.01,34.573718512,0.42,199.0,0.009087174935652162,FALSE POSITIVE
K05845.01,22.2659599,1.18,896.0,0.009087174935652162,FALSE POSITIVE
K05847.01,277.114286,17.56,605.0,0.009087174935652162,FALSE POSITIVE
K08089.01,141.400279,41.55,945.0,0.009087174935652162,FALSE POSITIVE
K05968.01,97.942437,2.29,600.0,0.009087174935652162,FALSE POSITIVE
K07998.01,122.11555,2.96,351.0,0.009087174935652162,FALSE POSITIVE
K05967.01,22.8631517,4.84,1112.0,0.009087174935652162,FALSE POSITIVE
K08223.01,66.716453,2.2,402.0,0.009087174935652162,FALSE POSITIVE
K08217.01,277.25118,5.02,304.0,0.009087174935652162,FALSE POSITIVE
K08180.01,185.97534,2.76,688.0,0.009087174935652162,FALSE POSITIVE
K05849.01,21.512259,1.13,639.0,0.009087174935652162,FALSE POSITIVE
K08109.01,218.771117,250.2,1997.0,0.009087174935652162,FALSE POSITIVE
K05848.01,323.159363,3.41,331.0,0.009087174935652162,FALSE POSITIVE
K06180.02,58.92565,1.5,809.0,0.009087174935652162,FALSE POSITIVE
K07925.01,4.6318914,0.64,1060.0,0.009087174935652162,FALSE POSITIVE
K08241.01,490.63941,7.67,412.0,0.009087174935652162,FALSE POSITIVE
K05859.01,172.621943,26.09,790.0,0.009087174935652162,FALSE POSITIVE
K07938.01,275.5603,2.33,437.0,0.009087174935652162,FALSE POSITIVE
K08048.01,379.67276,1.33,247.0,0.009087174935652162,FALSE POSITIVE
K08205.01,260.446151,25.39,608.0,0.009087174935652162,FALSE POSITIVE
K04895.02,47.5571352,1.85,507.0,0.009087174935652162,FALSE POSITIVE
K08280.01,66.67305,2.64,542.0,0.009087174935652162,FALSE POSITIVE
K08156.01,364.98242,3.12,293.0,0.009087174935652162,FALSE POSITIVE
K08275.01,389.875816,3.76,207.0,0.009087174935652162,FALSE POSITIVE
K05971.01,493.30572,1.08,149.0,0.009087174935652162,FALSE POSITIVE
K08297.01,229.957537,43.78,444.0,0.009087174935652162,FALSE POSITIVE
K07949.01,1.001916708,0.62,1545.0,0.009087174935652162,FALSE POSITIVE
K07951.01,0.862329309,1.09,1825.0,0.009087174935652162,FALSE POSITIVE
K08063.01,405.35457,2.11,232.0,0.009087174935652162,FALSE POSITIVE
K00492.02,265.29617,2.99,302.0,0.009087174935652162,FALSE POSITIVE
K05869.01,114.406187,2.42,267.0,0.009087174935652162,FALSE POSITIVE
K05978.01,364.18129,1.78,209.0,0.009087174935652162,FALSE POSITIVE
K07934.01,22.6432436,2.12,624.0,0.009087174935652162,FALSE POSITIVE
K08286.01,191.03728,3.54,286.0,0.009087174935652162,FALSE POSITIVE
K07978.01,7.2681817,1.66,1444.0,0.009087174935652162,FALSE POSITIVE
K08046.01,384.37706,50.93,676.0,0.009087174935652162,FALSE POSITIVE
K05871.01,623.2344,2.04,196.0,0.009087174935652162,FALSE POSITIVE
K07930.01,377.67241,1.37,187.0,0.009087174935652162,FALSE POSITIVE
K05891.01,370.31761,2.98,182.0,0.009087174935652162,FALSE POSITIVE
K05877.01,230.358183,2.87,289.0,0.009087174935652162,FALSE POSITIVE
K08253.01,400.11482,0.95,226.0,0.009087174935652162,FALSE POSITIVE
K08249.01,309.191789,1.96,383.0,0.009087174935652162,FALSE POSITIVE
K06100.02,117.684591,1.52,459.0,0.009087174935652162,FALSE POSITIVE
K08068.01,9.4640413,1.28,839.0,0.009087174935652162,FALSE POSITIVE
K07923.01,395.13138,0.97,208.0,0.009087174935652162,FALSE POSITIVE
K08242.01,331.55459,1.36,240.0,0.009087174935652162,FALSE POSITIVE
K07982.01,376.37989,3.26,265.0,0.009087174935652162,FALSE POSITIVE
K05852.01,235.413973,3.2,304.0,0.009087174935652162,FALSE POSITIVE
K05987.01,5.288547653,55.28,2333.0,0.009087174935652162,FALSE POSITIVE
K06739.01,19.164111,1.11,519.0,0.009087174935652162,FALSE POSITIVE
K07905.01,7.4751841,0.85,1168.0,0.009087174935652162,FALSE POSITIVE
K07593.01,67.412998,1.57,572.0,0.009087174935652162,FALSE POSITIVE
K07889.01,130.235324,2.44,332.0,0.009087174935652162,FALSE POSITIVE
K07319.01,17.1677675,0.97,370.0,0.009087174935652162,FALSE POSITIVE
K06666.01,1.118510435,0.75,1684.0,0.009087174935652162,FALSE POSITIVE
K03401.02,326.6708,2.2,283.0,0.009087174935652162,FALSE POSITIVE
K06538.01,129.847318,1.45,385.0,0.009087174935652162,FALSE POSITIVE
K03028.02,458.16754,2.11,208.0,0.009087174935652162,FALSE POSITIVE
K06676.01,439.21978,1.81,266.0,0.009087174935652162,FALSE POSITIVE
K06934.01,22.2548897,2.16,899.0,0.009087174935652162,FALSE POSITIVE
K06176.02,73.4567573,,,0.009087174935652162,FALSE POSITIVE
K07072.01,15.3902613,4.39,1459.0,0.009087174935652162,FALSE POSITIVE
K00423.02,360.477635,11943.8,339.0,0.009087174935652162,FALSE POSITIVE
K02869.02,274.743032,2.16,330.0,0.009087174935652162,FALSE POSITIVE
K07073.01,279.036565,30.25,323.0,0.009087174935652162,FALSE POSITIVE
K06819.01,3.226232203,1.01,1620.0,0.009087174935652162,FALSE POSITIVE
K06301.01,50.271927,2.94,589.0,0.009087174935652162,FALSE POSITIVE
K06618.01,8.6040858,0.94,947.0,0.009087174935652162,FALSE POSITIVE
K06753.01,72.28198,13.11,984.0,0.009087174935652162,FALSE POSITIVE
K06889.01,75.906736,0.63,507.0,0.009087174935652162,FALSE POSITIVE
K04716.02,12.26708306,,,0.009087174935652162,FALSE POSITIVE
K07162.01,5.1581317,2.02,1642.0,0.009087174935652162,FALSE POSITIVE
K06372.01,71.008017,1.11,419.0,0.009087174935652162,FALSE POSITIVE
K07291.01,25.9136674,3.37,966.0,0.009087174935652162,FALSE POSITIVE
K06253.01,27.556452,1.4,531.0,0.009087174935652162,FALSE POSITIVE
K06384.01,566.28176,2.79,203.0,0.009087174935652162,FALSE POSITIVE
K06641.01,1.400903699,1.16,1764.0,0.009087174935652162,FALSE POSITIVE
K07174.01,1.58487898,0.37,943.0,0.009087174935652162,FALSE POSITIVE
K06401.01,1.96134311,41.53,2167.0,0.009087174935652162,FALSE POSITIVE
K07283.01,134.413808,1.69,391.0,0.009087174935652162,FALSE POSITIVE
K07301.01,20.9525604,1.19,495.0,0.009087174935652162,FALSE POSITIVE
K07305.01,3.72920972,0.8,1713.0,0.009087174935652162,FALSE POSITIVE
K06511.01,27.122801,1.46,594.0,0.009087174935652162,FALSE POSITIVE
K06781.01,14.5909249,0.93,622.0,0.009087174935652162,FALSE POSITIVE
K06263.01,8.60965352,3.33,1550.0,0.009087174935652162,FALSE POSITIVE
K07879.01,128.208643,6.15,792.0,0.009087174935652162,FALSE POSITIVE
K06954.01,6.613671,0.91,1266.0,0.009087174935652162,FALSE POSITIVE
K07224.01,13.4959496,1.62,784.0,0.009087174935652162,FALSE POSITIVE
K07534.01,23.3787733,0.92,694.0,0.009087174935652162,FALSE POSITIVE
K06141.01,96.509214,860.3,787.0,0.009087174935652162,FALSE POSITIVE
K07133.01,82.78482,2.16,501.0,0.009087174935652162,FALSE POSITIVE
K02533.03,26.1152887,2.38,898.0,0.009087174935652162,FALSE POSITIVE
K07264.01,19.1644498,1.83,988.0,0.009087174935652162,FALSE POSITIVE
K06224.01,91.20573037,,,0.009087174935652162,FALSE POSITIVE
K06762.01,15.08186,0.98,758.0,0.009087174935652162,FALSE POSITIVE
K07535.01,15.09984259,4.11,576.0,0.009087174935652162,FALSE POSITIVE
K06239.01,406.496216,1.77,236.0,0.009087174935652162,FALSE POSITIVE
K06216.01,26.40805532,,,0.009087174935652162,FALSE POSITIVE
K06358.01,3.09383248,1.32,998.0,0.009087174935652162,FALSE POSITIVE
K06214.02,154.536881,4.1,544.0,0.009087174935652162,FALSE POSITIVE
K07863.01,5.2449156,0.52,1015.0,0.009087174935652162,FALSE POSITIVE
K07546.01,44.113873,4.9,1158.0,0.009087174935652162,FALSE POSITIVE
K07567.01,608.20572,1.46,143.0,0.009087174935652162,FALSE POSITIVE
K07129.01,64.1983721,1.74,506.0,0.009087174935652162,FALSE POSITIVE
K06734.01,498.27269,2.12,214.0,0.009087174935652162,FALSE POSITIVE
K07358.01,11.3251153,1.26,674.0,0.009087174935652162,FALSE POSITIVE
K06705.01,0.9951412,0.22,509.0,0.009087174935652162,FALSE POSITIVE
